Medium,Transport Type,Vehicle Type,Drive,Date,Economy,Frequency,Measure,Unit,Value,Dataset,Source
road,passenger,ldv,bev,2017-12-31,19_THA,Yearly,passenger_km,passenger_km,426063.41443472554,8th edition transport model,Carbon neutrality
road,passenger,ldv,bev,2017-12-31,19_THA,Yearly,passenger_km,passenger_km,426063.41443472554,8th edition transport model,Reference
road,passenger,ldv,cng,2017-12-31,19_THA,Yearly,passenger_km,passenger_km,11140571342.430202,8th edition transport model,Carbon neutrality
road,passenger,ldv,cng,2017-12-31,19_THA,Yearly,passenger_km,passenger_km,11140571342.430202,8th edition transport model,Reference
road,passenger,ldv,d,2017-12-31,19_THA,Yearly,passenger_km,passenger_km,135917085483.06247,8th edition transport model,Carbon neutrality
road,passenger,ldv,d,2017-12-31,19_THA,Yearly,passenger_km,passenger_km,135917085483.06247,8th edition transport model,Reference
road,passenger,ldv,fcev,2017-12-31,19_THA,Yearly,passenger_km,passenger_km,0.0,8th edition transport model,Carbon neutrality
road,passenger,ldv,fcev,2017-12-31,19_THA,Yearly,passenger_km,passenger_km,0.0,8th edition transport model,Reference
road,passenger,ldv,g,2017-12-31,19_THA,Yearly,passenger_km,passenger_km,68096343089.21923,8th edition transport model,Carbon neutrality
road,passenger,ldv,g,2017-12-31,19_THA,Yearly,passenger_km,passenger_km,68096343089.21923,8th edition transport model,Reference
road,passenger,ldv,lpg,2017-12-31,19_THA,Yearly,passenger_km,passenger_km,19799499784.715927,8th edition transport model,Carbon neutrality
road,passenger,ldv,lpg,2017-12-31,19_THA,Yearly,passenger_km,passenger_km,19799499784.715927,8th edition transport model,Reference
road,passenger,ldv,phevg,2017-12-31,19_THA,Yearly,passenger_km,passenger_km,394970.0229053463,8th edition transport model,Carbon neutrality
road,passenger,ldv,phevg,2017-12-31,19_THA,Yearly,passenger_km,passenger_km,394970.0229053463,8th edition transport model,Reference
road,freight,ldv,bev,2017-12-31,20_USA,Yearly,Energy,PJ,0.3325234461072638,8th edition transport model,Carbon neutrality
road,freight,ldv,bev,2017-12-31,20_USA,Yearly,Energy,PJ,0.3325234461072638,8th edition transport model,Reference
road,freight,ldv,cng,2017-12-31,20_USA,Yearly,Energy,PJ,1.3547533682849375,8th edition transport model,Carbon neutrality
road,freight,ldv,cng,2017-12-31,20_USA,Yearly,Energy,PJ,1.3547533682849375,8th edition transport model,Reference
road,freight,ldv,d,2017-12-31,20_USA,Yearly,Energy,PJ,6.712858910891235,8th edition transport model,Carbon neutrality
road,freight,ldv,d,2017-12-31,20_USA,Yearly,Energy,PJ,6.712858910891235,8th edition transport model,Reference
road,freight,ldv,fcev,2017-12-31,20_USA,Yearly,Energy,PJ,0.0841881725082424,8th edition transport model,Carbon neutrality
road,freight,ldv,fcev,2017-12-31,20_USA,Yearly,Energy,PJ,0.0841881725082424,8th edition transport model,Reference
road,freight,ldv,g,2017-12-31,20_USA,Yearly,Energy,PJ,1873.8235661732847,8th edition transport model,Carbon neutrality
road,freight,ldv,g,2017-12-31,20_USA,Yearly,Energy,PJ,1873.8235661732847,8th edition transport model,Reference
road,freight,ldv,lpg,2017-12-31,20_USA,Yearly,Energy,PJ,2.437855640089792,8th edition transport model,Carbon neutrality
road,freight,ldv,lpg,2017-12-31,20_USA,Yearly,Energy,PJ,2.437855640089792,8th edition transport model,Reference
road,freight,ldv,phevg,2017-12-31,20_USA,Yearly,Energy,PJ,0.7225565908596291,8th edition transport model,Carbon neutrality
road,freight,ldv,phevg,2017-12-31,20_USA,Yearly,Energy,PJ,0.7225565908596291,8th edition transport model,Reference
road,passenger,ldv,bev,2017-12-31,20_USA,Yearly,Energy,PJ,5.502606869908859,8th edition transport model,Carbon neutrality
road,passenger,ldv,bev,2017-12-31,20_USA,Yearly,Energy,PJ,5.502606869908859,8th edition transport model,Reference
road,passenger,ldv,cng,2017-12-31,20_USA,Yearly,Energy,PJ,10.517841012328287,8th edition transport model,Carbon neutrality
road,passenger,ldv,cng,2017-12-31,20_USA,Yearly,Energy,PJ,10.517841012328287,8th edition transport model,Reference
road,passenger,ldv,d,2017-12-31,20_USA,Yearly,Energy,PJ,67.50358604614522,8th edition transport model,Carbon neutrality
road,passenger,ldv,d,2017-12-31,20_USA,Yearly,Energy,PJ,67.50358604614522,8th edition transport model,Reference
road,passenger,ldv,fcev,2017-12-31,20_USA,Yearly,Energy,PJ,0.2327063915894488,8th edition transport model,Carbon neutrality
road,passenger,ldv,fcev,2017-12-31,20_USA,Yearly,Energy,PJ,0.2327063915894488,8th edition transport model,Reference
road,passenger,ldv,g,2017-12-31,20_USA,Yearly,Energy,PJ,13375.158197301516,8th edition transport model,Carbon neutrality
road,passenger,ldv,g,2017-12-31,20_USA,Yearly,Energy,PJ,13375.158197301516,8th edition transport model,Reference
road,passenger,ldv,lpg,2017-12-31,20_USA,Yearly,Energy,PJ,5.120126857257546,8th edition transport model,Carbon neutrality
road,passenger,ldv,lpg,2017-12-31,20_USA,Yearly,Energy,PJ,5.120126857257546,8th edition transport model,Reference
road,passenger,ldv,phevg,2017-12-31,20_USA,Yearly,Energy,PJ,15.237388489613442,8th edition transport model,Carbon neutrality
road,passenger,ldv,phevg,2017-12-31,20_USA,Yearly,Energy,PJ,15.237388489613442,8th edition transport model,Reference
road,freight,ldv,bev,2017-12-31,20_USA,Yearly,Stocks,Stocks,3369.0,8th edition transport model,Carbon neutrality
road,freight,ldv,bev,2017-12-31,20_USA,Yearly,Stocks,Stocks,3369.0,8th edition transport model,Reference
road,freight,ldv,cng,2017-12-31,20_USA,Yearly,Stocks,Stocks,11528.0,8th edition transport model,Carbon neutrality
road,freight,ldv,cng,2017-12-31,20_USA,Yearly,Stocks,Stocks,11528.0,8th edition transport model,Reference
road,freight,ldv,d,2017-12-31,20_USA,Yearly,Stocks,Stocks,50682.0,8th edition transport model,Carbon neutrality
road,freight,ldv,d,2017-12-31,20_USA,Yearly,Stocks,Stocks,50682.0,8th edition transport model,Reference
road,freight,ldv,fcev,2017-12-31,20_USA,Yearly,Stocks,Stocks,410.0,8th edition transport model,Carbon neutrality
road,freight,ldv,fcev,2017-12-31,20_USA,Yearly,Stocks,Stocks,410.0,8th edition transport model,Reference
road,freight,ldv,g,2017-12-31,20_USA,Yearly,Stocks,Stocks,11374996.0,8th edition transport model,Carbon neutrality
road,freight,ldv,g,2017-12-31,20_USA,Yearly,Stocks,Stocks,11374996.0,8th edition transport model,Reference
road,freight,ldv,lpg,2017-12-31,20_USA,Yearly,Stocks,Stocks,14956.0,8th edition transport model,Carbon neutrality
road,freight,ldv,lpg,2017-12-31,20_USA,Yearly,Stocks,Stocks,14956.0,8th edition transport model,Reference
road,freight,ldv,phevg,2017-12-31,20_USA,Yearly,Stocks,Stocks,4895.0,8th edition transport model,Carbon neutrality
road,freight,ldv,phevg,2017-12-31,20_USA,Yearly,Stocks,Stocks,4895.0,8th edition transport model,Reference
road,passenger,ldv,bev,2017-12-31,20_USA,Yearly,Stocks,Stocks,384797.0,8th edition transport model,Carbon neutrality
road,passenger,ldv,bev,2017-12-31,20_USA,Yearly,Stocks,Stocks,384797.0,8th edition transport model,Reference
road,passenger,ldv,cng,2017-12-31,20_USA,Yearly,Stocks,Stocks,224248.0,8th edition transport model,Carbon neutrality
road,passenger,ldv,cng,2017-12-31,20_USA,Yearly,Stocks,Stocks,224248.0,8th edition transport model,Reference
road,passenger,ldv,d,2017-12-31,20_USA,Yearly,Stocks,Stocks,1374461.0,8th edition transport model,Carbon neutrality
road,passenger,ldv,d,2017-12-31,20_USA,Yearly,Stocks,Stocks,1374461.0,8th edition transport model,Reference
road,passenger,ldv,fcev,2017-12-31,20_USA,Yearly,Stocks,Stocks,7653.0,8th edition transport model,Carbon neutrality
road,passenger,ldv,fcev,2017-12-31,20_USA,Yearly,Stocks,Stocks,7653.0,8th edition transport model,Reference
road,passenger,ldv,g,2017-12-31,20_USA,Yearly,Stocks,Stocks,216908589.0,8th edition transport model,Carbon neutrality
road,passenger,ldv,g,2017-12-31,20_USA,Yearly,Stocks,Stocks,216908589.0,8th edition transport model,Reference
road,passenger,ldv,lpg,2017-12-31,20_USA,Yearly,Stocks,Stocks,148549.0,8th edition transport model,Carbon neutrality
road,passenger,ldv,lpg,2017-12-31,20_USA,Yearly,Stocks,Stocks,148549.0,8th edition transport model,Reference
road,passenger,ldv,phevg,2017-12-31,20_USA,Yearly,Stocks,Stocks,376293.0,8th edition transport model,Carbon neutrality
road,passenger,ldv,phevg,2017-12-31,20_USA,Yearly,Stocks,Stocks,376293.0,8th edition transport model,Reference
road,freight,ldv,bev,2017-12-31,20_USA,Yearly,freight_tonne_km,freight_tonne_km,3333783.4164446,8th edition transport model,Carbon neutrality
road,freight,ldv,bev,2017-12-31,20_USA,Yearly,freight_tonne_km,freight_tonne_km,3333783.4164446,8th edition transport model,Reference
road,freight,ldv,cng,2017-12-31,20_USA,Yearly,freight_tonne_km,freight_tonne_km,156225942.49810427,8th edition transport model,Carbon neutrality
road,freight,ldv,cng,2017-12-31,20_USA,Yearly,freight_tonne_km,freight_tonne_km,156225942.49810427,8th edition transport model,Reference
road,freight,ldv,d,2017-12-31,20_USA,Yearly,freight_tonne_km,freight_tonne_km,686836901.0280108,8th edition transport model,Carbon neutrality
road,freight,ldv,d,2017-12-31,20_USA,Yearly,freight_tonne_km,freight_tonne_km,686836901.0280108,8th edition transport model,Reference
road,freight,ldv,fcev,2017-12-31,20_USA,Yearly,freight_tonne_km,freight_tonne_km,5554421.9709244,8th edition transport model,Carbon neutrality
road,freight,ldv,fcev,2017-12-31,20_USA,Yearly,freight_tonne_km,freight_tonne_km,5554421.9709244,8th edition transport model,Reference
road,freight,ldv,g,2017-12-31,20_USA,Yearly,freight_tonne_km,freight_tonne_km,154153554310.7215,8th edition transport model,Carbon neutrality
road,freight,ldv,g,2017-12-31,20_USA,Yearly,freight_tonne_km,freight_tonne_km,154153554310.7215,8th edition transport model,Reference
road,freight,ldv,lpg,2017-12-31,20_USA,Yearly,freight_tonne_km,freight_tonne_km,202680561.0665173,8th edition transport model,Carbon neutrality
road,freight,ldv,lpg,2017-12-31,20_USA,Yearly,freight_tonne_km,freight_tonne_km,202680561.0665173,8th edition transport model,Reference
road,freight,ldv,phevg,2017-12-31,20_USA,Yearly,freight_tonne_km,freight_tonne_km,66336259.36277549,8th edition transport model,Carbon neutrality
road,freight,ldv,phevg,2017-12-31,20_USA,Yearly,freight_tonne_km,freight_tonne_km,66336259.36277549,8th edition transport model,Reference
road,passenger,ldv,bev,2017-12-31,20_USA,Yearly,passenger_km,passenger_km,14754032975.974655,8th edition transport model,Carbon neutrality
road,passenger,ldv,bev,2017-12-31,20_USA,Yearly,passenger_km,passenger_km,14754032975.974655,8th edition transport model,Reference
road,passenger,ldv,cng,2017-12-31,20_USA,Yearly,passenger_km,passenger_km,6727741966.162391,8th edition transport model,Carbon neutrality
road,passenger,ldv,cng,2017-12-31,20_USA,Yearly,passenger_km,passenger_km,6727741966.162391,8th edition transport model,Reference
road,passenger,ldv,d,2017-12-31,20_USA,Yearly,passenger_km,passenger_km,45678361241.13495,8th edition transport model,Carbon neutrality
road,passenger,ldv,d,2017-12-31,20_USA,Yearly,passenger_km,passenger_km,45678361241.13495,8th edition transport model,Reference
road,passenger,ldv,fcev,2017-12-31,20_USA,Yearly,passenger_km,passenger_km,225928721.86608648,8th edition transport model,Carbon neutrality
road,passenger,ldv,fcev,2017-12-31,20_USA,Yearly,passenger_km,passenger_km,225928721.86608648,8th edition transport model,Reference
road,passenger,ldv,g,2017-12-31,20_USA,Yearly,passenger_km,passenger_km,6457650961497.578,8th edition transport model,Carbon neutrality
road,passenger,ldv,g,2017-12-31,20_USA,Yearly,passenger_km,passenger_km,6457650961497.578,8th edition transport model,Reference
road,passenger,ldv,lpg,2017-12-31,20_USA,Yearly,passenger_km,passenger_km,2828816952.902983,8th edition transport model,Carbon neutrality
road,passenger,ldv,lpg,2017-12-31,20_USA,Yearly,passenger_km,passenger_km,2828816952.902983,8th edition transport model,Reference
road,passenger,ldv,phevg,2017-12-31,20_USA,Yearly,passenger_km,passenger_km,14502904480.14747,8th edition transport model,Carbon neutrality
road,passenger,ldv,phevg,2017-12-31,20_USA,Yearly,passenger_km,passenger_km,14502904480.14747,8th edition transport model,Reference
road,freight,ldv,bev,2017-12-31,21_VN,Yearly,Energy,PJ,0.0,8th edition transport model,Carbon neutrality
road,freight,ldv,bev,2017-12-31,21_VN,Yearly,Energy,PJ,0.0,8th edition transport model,Reference
road,freight,ldv,d,2017-12-31,21_VN,Yearly,Energy,PJ,8.915879295113127,8th edition transport model,Carbon neutrality
road,freight,ldv,d,2017-12-31,21_VN,Yearly,Energy,PJ,8.915879295113127,8th edition transport model,Reference
road,freight,ldv,fcev,2017-12-31,21_VN,Yearly,Energy,PJ,0.0,8th edition transport model,Carbon neutrality
road,freight,ldv,fcev,2017-12-31,21_VN,Yearly,Energy,PJ,0.0,8th edition transport model,Reference
road,freight,ldv,g,2017-12-31,21_VN,Yearly,Energy,PJ,0.7438494648558651,8th edition transport model,Carbon neutrality
road,freight,ldv,g,2017-12-31,21_VN,Yearly,Energy,PJ,0.7438494648558651,8th edition transport model,Reference
road,freight,ldv,phevg,2017-12-31,21_VN,Yearly,Energy,PJ,0.0,8th edition transport model,Carbon neutrality
road,freight,ldv,phevg,2017-12-31,21_VN,Yearly,Energy,PJ,0.0,8th edition transport model,Reference
road,passenger,ldv,bev,2017-12-31,21_VN,Yearly,Energy,PJ,0.0001722355471842,8th edition transport model,Carbon neutrality
road,passenger,ldv,bev,2017-12-31,21_VN,Yearly,Energy,PJ,0.0001722355469225,8th edition transport model,Reference
road,passenger,ldv,cng,2017-12-31,21_VN,Yearly,Energy,PJ,0.9409151562556995,8th edition transport model,Carbon neutrality
road,passenger,ldv,cng,2017-12-31,21_VN,Yearly,Energy,PJ,0.9409151562556995,8th edition transport model,Reference
road,passenger,ldv,d,2017-12-31,21_VN,Yearly,Energy,PJ,44.873231058880826,8th edition transport model,Carbon neutrality
road,passenger,ldv,d,2017-12-31,21_VN,Yearly,Energy,PJ,44.873231058880826,8th edition transport model,Reference
road,passenger,ldv,fcev,2017-12-31,21_VN,Yearly,Energy,PJ,0.0,8th edition transport model,Carbon neutrality
road,passenger,ldv,fcev,2017-12-31,21_VN,Yearly,Energy,PJ,0.0,8th edition transport model,Reference
road,passenger,ldv,g,2017-12-31,21_VN,Yearly,Energy,PJ,84.95403121529819,8th edition transport model,Carbon neutrality
road,passenger,ldv,g,2017-12-31,21_VN,Yearly,Energy,PJ,84.95403121529819,8th edition transport model,Reference
road,passenger,ldv,phevg,2017-12-31,21_VN,Yearly,Energy,PJ,0.0,8th edition transport model,Carbon neutrality
road,passenger,ldv,phevg,2017-12-31,21_VN,Yearly,Energy,PJ,0.0,8th edition transport model,Reference
road,freight,ldv,d,2017-12-31,21_VN,Yearly,Stocks,Stocks,129097.99999999999,8th edition transport model,Carbon neutrality
road,freight,ldv,d,2017-12-31,21_VN,Yearly,Stocks,Stocks,129097.99999999999,8th edition transport model,Reference
road,freight,ldv,g,2017-12-31,21_VN,Yearly,Stocks,Stocks,6795.0,8th edition transport model,Carbon neutrality
road,freight,ldv,g,2017-12-31,21_VN,Yearly,Stocks,Stocks,6795.0,8th edition transport model,Reference
road,passenger,ldv,bev,2017-12-31,21_VN,Yearly,Stocks,Stocks,22.0,8th edition transport model,Carbon neutrality
road,passenger,ldv,bev,2017-12-31,21_VN,Yearly,Stocks,Stocks,22.0,8th edition transport model,Reference
road,passenger,ldv,cng,2017-12-31,21_VN,Yearly,Stocks,Stocks,1914.0,8th edition transport model,Carbon neutrality
road,passenger,ldv,cng,2017-12-31,21_VN,Yearly,Stocks,Stocks,1914.0,8th edition transport model,Reference
road,passenger,ldv,d,2017-12-31,21_VN,Yearly,Stocks,Stocks,1292523.0,8th edition transport model,Carbon neutrality
road,passenger,ldv,d,2017-12-31,21_VN,Yearly,Stocks,Stocks,1292523.0,8th edition transport model,Reference
road,passenger,ldv,g,2017-12-31,21_VN,Yearly,Stocks,Stocks,3190762.0,8th edition transport model,Carbon neutrality
road,passenger,ldv,g,2017-12-31,21_VN,Yearly,Stocks,Stocks,3190762.0,8th edition transport model,Reference
road,freight,ldv,bev,2017-12-31,21_VN,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Carbon neutrality
road,freight,ldv,bev,2017-12-31,21_VN,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Reference
road,freight,ldv,d,2017-12-31,21_VN,Yearly,freight_tonne_km,freight_tonne_km,1235149379.0000002,8th edition transport model,Carbon neutrality
road,freight,ldv,d,2017-12-31,21_VN,Yearly,freight_tonne_km,freight_tonne_km,1235149379.0000002,8th edition transport model,Reference
road,freight,ldv,fcev,2017-12-31,21_VN,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Carbon neutrality
road,freight,ldv,fcev,2017-12-31,21_VN,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Reference
road,freight,ldv,g,2017-12-31,21_VN,Yearly,freight_tonne_km,freight_tonne_km,65007864.99999999,8th edition transport model,Carbon neutrality
road,freight,ldv,g,2017-12-31,21_VN,Yearly,freight_tonne_km,freight_tonne_km,65007864.99999999,8th edition transport model,Reference
road,freight,ldv,phevg,2017-12-31,21_VN,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Carbon neutrality
road,freight,ldv,phevg,2017-12-31,21_VN,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Reference
road,passenger,ldv,bev,2017-12-31,21_VN,Yearly,passenger_km,passenger_km,261785.0,8th edition transport model,Carbon neutrality
road,passenger,ldv,bev,2017-12-31,21_VN,Yearly,passenger_km,passenger_km,261785.0,8th edition transport model,Reference
road,passenger,ldv,cng,2017-12-31,21_VN,Yearly,passenger_km,passenger_km,22575583.0,8th edition transport model,Carbon neutrality
road,passenger,ldv,cng,2017-12-31,21_VN,Yearly,passenger_km,passenger_km,22575583.0,8th edition transport model,Reference
road,passenger,ldv,d,2017-12-31,21_VN,Yearly,passenger_km,passenger_km,31676339352.0,8th edition transport model,Carbon neutrality
road,passenger,ldv,d,2017-12-31,21_VN,Yearly,passenger_km,passenger_km,31676339352.0,8th edition transport model,Reference
road,passenger,ldv,fcev,2017-12-31,21_VN,Yearly,passenger_km,passenger_km,0.0,8th edition transport model,Carbon neutrality
road,passenger,ldv,fcev,2017-12-31,21_VN,Yearly,passenger_km,passenger_km,0.0,8th edition transport model,Reference
road,passenger,ldv,g,2017-12-31,21_VN,Yearly,passenger_km,passenger_km,38490877718.0,8th edition transport model,Carbon neutrality
road,passenger,ldv,g,2017-12-31,21_VN,Yearly,passenger_km,passenger_km,38490877718.0,8th edition transport model,Reference
road,passenger,ldv,phevg,2017-12-31,21_VN,Yearly,passenger_km,passenger_km,0.0,8th edition transport model,Carbon neutrality
road,passenger,ldv,phevg,2017-12-31,21_VN,Yearly,passenger_km,passenger_km,0.0,8th edition transport model,Reference
air,freight,,,2017-12-31,01_AUS,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
air,freight,,,2017-12-31,02_BD,Yearly,Energy,PJ,0.0,8th edition transport model,Reference
air,freight,,,2017-12-31,02_BD,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
air,freight,,,2017-12-31,02_BD,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Reference
air,freight,,,2017-12-31,03_CDA,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
air,freight,,,2017-12-31,04_CHL,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
air,freight,,,2017-12-31,05_PRC,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
air,freight,,,2017-12-31,06_HKC,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
air,freight,,,2017-12-31,07_INA,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
air,freight,,,2017-12-31,08_JPN,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
air,freight,,,2017-12-31,09_ROK,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
air,freight,,,2017-12-31,10_MAS,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
air,freight,,,2017-12-31,11_MEX,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
air,freight,,,2017-12-31,12_NZ,Yearly,Energy,PJ,0.0,8th edition transport model,Reference
air,freight,,,2017-12-31,12_NZ,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
air,freight,,,2017-12-31,12_NZ,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Reference
air,freight,,,2017-12-31,13_PNG,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
air,freight,,,2017-12-31,14_PE,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
air,freight,,,2017-12-31,15_RP,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
air,freight,,,2017-12-31,16_RUS,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
air,freight,,,2017-12-31,17_SIN,Yearly,Energy,PJ,0.0,8th edition transport model,Reference
air,freight,,,2017-12-31,17_SIN,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
air,freight,,,2017-12-31,17_SIN,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Reference
air,freight,,,2017-12-31,18_CT,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
air,freight,,,2017-12-31,19_THA,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
air,freight,,,2017-12-31,20_USA,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
air,freight,,,2017-12-31,21_VN,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
air,passenger,,,2017-12-31,01_AUS,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
air,passenger,,,2017-12-31,02_BD,Yearly,Energy,PJ,0.0,8th edition transport model,Reference
air,passenger,,,2017-12-31,02_BD,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
air,passenger,,,2017-12-31,02_BD,Yearly,passenger_km,passenger_km,0.0,8th edition transport model,Reference
air,passenger,,,2017-12-31,03_CDA,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
air,passenger,,,2017-12-31,04_CHL,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
air,passenger,,,2017-12-31,05_PRC,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
air,passenger,,,2017-12-31,06_HKC,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
air,passenger,,,2017-12-31,07_INA,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
air,passenger,,,2017-12-31,08_JPN,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
air,passenger,,,2017-12-31,09_ROK,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
air,passenger,,,2017-12-31,10_MAS,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
air,passenger,,,2017-12-31,11_MEX,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
air,passenger,,,2017-12-31,12_NZ,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
air,passenger,,,2017-12-31,13_PNG,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
air,passenger,,,2017-12-31,14_PE,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
air,passenger,,,2017-12-31,15_RP,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
air,passenger,,,2017-12-31,16_RUS,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
air,passenger,,,2017-12-31,17_SIN,Yearly,Energy,PJ,0.0,8th edition transport model,Reference
air,passenger,,,2017-12-31,17_SIN,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
air,passenger,,,2017-12-31,17_SIN,Yearly,passenger_km,passenger_km,0.0,8th edition transport model,Reference
air,passenger,,,2017-12-31,18_CT,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
air,passenger,,,2017-12-31,19_THA,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
air,passenger,,,2017-12-31,20_USA,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
air,passenger,,,2017-12-31,21_VN,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
nonspecified,nonspecified,nonspecified,nonspecified,2017-12-31,01_AUS,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
nonspecified,nonspecified,nonspecified,nonspecified,2017-12-31,01_AUS,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Reference
nonspecified,nonspecified,nonspecified,nonspecified,2017-12-31,01_AUS,Yearly,passenger_km,passenger_km,0.0,8th edition transport model,Reference
nonspecified,nonspecified,nonspecified,nonspecified,2017-12-31,02_BD,Yearly,Energy,PJ,0.0,8th edition transport model,Reference
nonspecified,nonspecified,nonspecified,nonspecified,2017-12-31,02_BD,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
nonspecified,nonspecified,nonspecified,nonspecified,2017-12-31,02_BD,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Reference
nonspecified,nonspecified,nonspecified,nonspecified,2017-12-31,02_BD,Yearly,passenger_km,passenger_km,0.0,8th edition transport model,Reference
nonspecified,nonspecified,nonspecified,nonspecified,2017-12-31,03_CDA,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
nonspecified,nonspecified,nonspecified,nonspecified,2017-12-31,03_CDA,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Reference
nonspecified,nonspecified,nonspecified,nonspecified,2017-12-31,03_CDA,Yearly,passenger_km,passenger_km,0.0,8th edition transport model,Reference
nonspecified,nonspecified,nonspecified,nonspecified,2017-12-31,04_CHL,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
nonspecified,nonspecified,nonspecified,nonspecified,2017-12-31,04_CHL,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Reference
nonspecified,nonspecified,nonspecified,nonspecified,2017-12-31,04_CHL,Yearly,passenger_km,passenger_km,0.0,8th edition transport model,Reference
nonspecified,nonspecified,nonspecified,nonspecified,2017-12-31,05_PRC,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
nonspecified,nonspecified,nonspecified,nonspecified,2017-12-31,05_PRC,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Reference
nonspecified,nonspecified,nonspecified,nonspecified,2017-12-31,05_PRC,Yearly,passenger_km,passenger_km,0.0,8th edition transport model,Reference
nonspecified,nonspecified,nonspecified,nonspecified,2017-12-31,06_HKC,Yearly,Energy,PJ,0.0,8th edition transport model,Reference
nonspecified,nonspecified,nonspecified,nonspecified,2017-12-31,06_HKC,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
nonspecified,nonspecified,nonspecified,nonspecified,2017-12-31,06_HKC,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Reference
nonspecified,nonspecified,nonspecified,nonspecified,2017-12-31,06_HKC,Yearly,passenger_km,passenger_km,0.0,8th edition transport model,Reference
nonspecified,nonspecified,nonspecified,nonspecified,2017-12-31,07_INA,Yearly,Stocks,Stocks,0.0,8th edition transport model,Reference
nonspecified,nonspecified,nonspecified,nonspecified,2017-12-31,07_INA,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model,Reference
nonspecified,nonspecified,nonspecified,nonspecified,2017-12-31,07_INA,Yearly,passenger_km,passenger_km,0.0,8th edition transport model,Reference
nonspecified,nonspecified,nonspecified,nonspecified,2017-12-31,08_JPN,Yearly,Energy,PJ,0.0,8th edition transport model,Reference
