Year,Economy,Scenario,Transport Type,Vehicle Type,Drive,New_vehicle_efficiency
2037,01_AUS,Reference,freight,ht,lpg,0.0845408496773129
2038,01_AUS,Reference,freight,ht,lpg,0.0845408496773129
2039,01_AUS,Reference,freight,ht,lpg,0.0845408496773129
2040,01_AUS,Reference,freight,ht,lpg,0.0845408496773129
2041,01_AUS,Reference,freight,ht,lpg,0.0845408496773129
2042,01_AUS,Reference,freight,ht,lpg,0.0845408496773129
2043,01_AUS,Reference,freight,ht,lpg,0.0845408496773129
2044,01_AUS,Reference,freight,ht,lpg,0.0845408496773129
2045,01_AUS,Reference,freight,ht,lpg,0.0845408496773129
2046,01_AUS,Reference,freight,ht,lpg,0.0845408496773129
2047,01_AUS,Reference,freight,ht,lpg,0.0845408496773129
2048,01_AUS,Reference,freight,ht,lpg,0.0845408496773129
2049,01_AUS,Reference,freight,ht,lpg,0.0845408496773129
2050,01_AUS,Reference,freight,ht,lpg,0.0845408496773129
2018,01_AUS,Reference,freight,ht,phevd,0.145601746870272
2019,01_AUS,Reference,freight,ht,phevd,0.147072471586133
2020,01_AUS,Reference,freight,ht,phevd,0.148558052107205
2021,01_AUS,Reference,freight,ht,phevd,0.149304574982116
2022,01_AUS,Reference,freight,ht,phevd,0.150054849228257
2023,01_AUS,Reference,freight,ht,phevd,0.150808893696741
2024,01_AUS,Reference,freight,ht,phevd,0.151566727333408
2025,01_AUS,Reference,freight,ht,phevd,0.152328369179304
2026,01_AUS,Reference,freight,ht,phevd,0.15309383837116
2027,01_AUS,Reference,freight,ht,phevd,0.153863154141869
2028,01_AUS,Reference,freight,ht,phevd,0.154636335820974
2029,01_AUS,Reference,freight,ht,phevd,0.15541340283515
2030,01_AUS,Reference,freight,ht,phevd,0.156194374708694
2031,01_AUS,Reference,freight,ht,phevd,0.156194374708694
2032,01_AUS,Reference,freight,ht,phevd,0.156194374708694
2033,01_AUS,Reference,freight,ht,phevd,0.156194374708694
2034,01_AUS,Reference,freight,ht,phevd,0.156194374708694
2035,01_AUS,Reference,freight,ht,phevd,0.156194374708694
2036,01_AUS,Reference,freight,ht,phevd,0.156194374708694
2037,01_AUS,Reference,freight,ht,phevd,0.156194374708694
2038,01_AUS,Reference,freight,ht,phevd,0.156194374708694
2039,01_AUS,Reference,freight,ht,phevd,0.156194374708694
2040,01_AUS,Reference,freight,ht,phevd,0.156194374708694
2041,01_AUS,Reference,freight,ht,phevd,0.156194374708694
2042,01_AUS,Reference,freight,ht,phevd,0.156194374708694
2043,01_AUS,Reference,freight,ht,phevd,0.156194374708694
2044,01_AUS,Reference,freight,ht,phevd,0.156194374708694
2045,01_AUS,Reference,freight,ht,phevd,0.156194374708694
2046,01_AUS,Reference,freight,ht,phevd,0.156194374708694
2047,01_AUS,Reference,freight,ht,phevd,0.156194374708694
2048,01_AUS,Reference,freight,ht,phevd,0.156194374708694
2049,01_AUS,Reference,freight,ht,phevd,0.156194374708694
2050,01_AUS,Reference,freight,ht,phevd,0.156194374708694
2018,02_BD,Carbon Neutral,freight,ht,bev,0.183464412932283
2019,02_BD,Carbon Neutral,freight,ht,bev,0.184016462351207
2020,02_BD,Carbon Neutral,freight,ht,bev,0.18457017286239
2021,02_BD,Carbon Neutral,freight,ht,bev,0.184847444019019
2022,02_BD,Carbon Neutral,freight,ht,bev,0.185125131723774
2023,02_BD,Carbon Neutral,freight,ht,bev,0.185403236558344
2024,02_BD,Carbon Neutral,freight,ht,bev,0.185681759209207
2025,02_BD,Carbon Neutral,freight,ht,bev,0.185960700261705
2026,02_BD,Carbon Neutral,freight,ht,bev,0.18624006033725
2027,02_BD,Carbon Neutral,freight,ht,bev,0.186519840128637
2028,02_BD,Carbon Neutral,freight,ht,bev,0.186800040156852
2029,02_BD,Carbon Neutral,freight,ht,bev,0.187080661153458
2030,02_BD,Carbon Neutral,freight,ht,bev,0.187361703712707
2031,02_BD,Carbon Neutral,freight,ht,bev,0.187361703712707
2032,02_BD,Carbon Neutral,freight,ht,bev,0.187361703712707
2033,02_BD,Carbon Neutral,freight,ht,bev,0.187361703712707
2034,02_BD,Carbon Neutral,freight,ht,bev,0.187361703712707
2035,02_BD,Carbon Neutral,freight,ht,bev,0.187361703712707
2036,02_BD,Carbon Neutral,freight,ht,bev,0.187361703712707
2037,02_BD,Carbon Neutral,freight,ht,bev,0.187361703712707
2038,02_BD,Carbon Neutral,freight,ht,bev,0.187361703712707
2039,02_BD,Carbon Neutral,freight,ht,bev,0.187361703712707
2040,02_BD,Carbon Neutral,freight,ht,bev,0.187361703712707
2041,02_BD,Carbon Neutral,freight,ht,bev,0.187361703712707
2042,02_BD,Carbon Neutral,freight,ht,bev,0.187361703712707
2043,02_BD,Carbon Neutral,freight,ht,bev,0.187361703712707
2044,02_BD,Carbon Neutral,freight,ht,bev,0.187361703712707
2045,02_BD,Carbon Neutral,freight,ht,bev,0.187361703712707
2046,02_BD,Carbon Neutral,freight,ht,bev,0.187361703712707
2047,02_BD,Carbon Neutral,freight,ht,bev,0.187361703712707
2048,02_BD,Carbon Neutral,freight,ht,bev,0.187361703712707
2049,02_BD,Carbon Neutral,freight,ht,bev,0.187361703712707
2050,02_BD,Carbon Neutral,freight,ht,bev,0.187361703712707
2018,02_BD,Carbon Neutral,freight,ht,cng,0.0939228335109276
2019,02_BD,Carbon Neutral,freight,ht,cng,0.0948715489793355
2020,02_BD,Carbon Neutral,freight,ht,cng,0.0958298474667309
2021,02_BD,Carbon Neutral,freight,ht,cng,0.0963114044808285
2022,02_BD,Carbon Neutral,freight,ht,cng,0.0967953813704341
2023,02_BD,Carbon Neutral,freight,ht,cng,0.0972817903485428
2024,02_BD,Carbon Neutral,freight,ht,cng,0.097770643562551
2025,02_BD,Carbon Neutral,freight,ht,cng,0.0995057596680054
2026,02_BD,Carbon Neutral,freight,ht,cng,0.100257692386844
2027,02_BD,Carbon Neutral,freight,ht,cng,0.101015307196183
2028,02_BD,Carbon Neutral,freight,ht,cng,0.101778647046358
2029,02_BD,Carbon Neutral,freight,ht,cng,0.102547755210831
2030,02_BD,Carbon Neutral,freight,ht,cng,0.103322675275289
2031,02_BD,Carbon Neutral,freight,ht,cng,0.103581629348366
2032,02_BD,Carbon Neutral,freight,ht,cng,0.103841232430329
2033,02_BD,Carbon Neutral,freight,ht,cng,0.104101486145341
2034,02_BD,Carbon Neutral,freight,ht,cng,0.10436239212571
2035,02_BD,Carbon Neutral,freight,ht,cng,0.104623952001045
2036,02_BD,Carbon Neutral,freight,ht,cng,0.104886167420089
2037,02_BD,Carbon Neutral,freight,ht,cng,0.105149040017928
2038,02_BD,Carbon Neutral,freight,ht,cng,0.105412571448878
2039,02_BD,Carbon Neutral,freight,ht,cng,0.10567676336453
2040,02_BD,Carbon Neutral,freight,ht,cng,0.105941617402354
2041,02_BD,Carbon Neutral,freight,ht,cng,0.105941617402354
2042,02_BD,Carbon Neutral,freight,ht,cng,0.105941617402354
2043,02_BD,Carbon Neutral,freight,ht,cng,0.105941617402354
2044,02_BD,Carbon Neutral,freight,ht,cng,0.105941617402354
2045,02_BD,Carbon Neutral,freight,ht,cng,0.105941617402354
2046,02_BD,Carbon Neutral,freight,ht,cng,0.105941617402354
2047,02_BD,Carbon Neutral,freight,ht,cng,0.105941617402354
2048,02_BD,Carbon Neutral,freight,ht,cng,0.105941617402354
2049,02_BD,Carbon Neutral,freight,ht,cng,0.105941617402354
2050,02_BD,Carbon Neutral,freight,ht,cng,0.105941617402354
2018,02_BD,Carbon Neutral,freight,ht,d,0.106730492628332
2019,02_BD,Carbon Neutral,freight,ht,d,0.107808578418152
2020,02_BD,Carbon Neutral,freight,ht,d,0.108897553956069
2021,02_BD,Carbon Neutral,freight,ht,d,0.109444777838288
2022,02_BD,Carbon Neutral,freight,ht,d,0.109994751596027
2023,02_BD,Carbon Neutral,freight,ht,d,0.110547489049544
2024,02_BD,Carbon Neutral,freight,ht,d,0.111103004060697
2025,02_BD,Carbon Neutral,freight,ht,d,0.113642941638502
2026,02_BD,Carbon Neutral,freight,ht,d,0.115312951312549
2027,02_BD,Carbon Neutral,freight,ht,d,0.11701337595592
2028,02_BD,Carbon Neutral,freight,ht,d,0.11874492142072
2029,02_BD,Carbon Neutral,freight,ht,d,0.12050831438559
2030,02_BD,Carbon Neutral,freight,ht,d,0.122304303116026
2031,02_BD,Carbon Neutral,freight,ht,d,0.123511434402976
2032,02_BD,Carbon Neutral,freight,ht,d,0.124737209820841
2033,02_BD,Carbon Neutral,freight,ht,d,0.125982048286547
2034,02_BD,Carbon Neutral,freight,ht,d,0.127246381339795
2035,02_BD,Carbon Neutral,freight,ht,d,0.12853065357299
2036,02_BD,Carbon Neutral,freight,ht,d,0.129835323110858
2037,02_BD,Carbon Neutral,freight,ht,d,0.131160862214017
2038,02_BD,Carbon Neutral,freight,ht,d,0.132507757759102
2039,02_BD,Carbon Neutral,freight,ht,d,0.132839857404505
2040,02_BD,Carbon Neutral,freight,ht,d,0.133172789380743
2041,02_BD,Carbon Neutral,freight,ht,d,0.133172789380743
2042,02_BD,Carbon Neutral,freight,ht,d,0.133172789380743
2043,02_BD,Carbon Neutral,freight,ht,d,0.133172789380743
2044,02_BD,Carbon Neutral,freight,ht,d,0.133172789380743
2045,02_BD,Carbon Neutral,freight,ht,d,0.133172789380743
2046,02_BD,Carbon Neutral,freight,ht,d,0.133172789380743
2047,02_BD,Carbon Neutral,freight,ht,d,0.133172789380743
2048,02_BD,Carbon Neutral,freight,ht,d,0.133172789380743
2049,02_BD,Carbon Neutral,freight,ht,d,0.133172789380743
2050,02_BD,Carbon Neutral,freight,ht,d,0.133172789380743
2018,02_BD,Carbon Neutral,freight,ht,fcev,0.100905427122012
2019,02_BD,Carbon Neutral,freight,ht,fcev,0.10120905428292
2020,02_BD,Carbon Neutral,freight,ht,fcev,0.101513595070567
2021,02_BD,Carbon Neutral,freight,ht,fcev,0.101666094212339
2022,02_BD,Carbon Neutral,freight,ht,fcev,0.101818822441478
2023,02_BD,Carbon Neutral,freight,ht,fcev,0.101971780120323
2024,02_BD,Carbon Neutral,freight,ht,fcev,0.102124967570752
2025,02_BD,Carbon Neutral,freight,ht,fcev,0.102663372359202
2026,02_BD,Carbon Neutral,freight,ht,fcev,0.102894885845462
2027,02_BD,Carbon Neutral,freight,ht,fcev,0.103126921418582
2028,02_BD,Carbon Neutral,freight,ht,fcev,0.103359480256506
2029,02_BD,Carbon Neutral,freight,ht,fcev,0.103592563521058
2030,02_BD,Carbon Neutral,freight,ht,fcev,0.10382617241142
2031,02_BD,Carbon Neutral,freight,ht,fcev,0.10390410048522
2032,02_BD,Carbon Neutral,freight,ht,fcev,0.103982087045793
2033,02_BD,Carbon Neutral,freight,ht,fcev,0.104060132147171
2034,02_BD,Carbon Neutral,freight,ht,fcev,0.104138235821818
2035,02_BD,Carbon Neutral,freight,ht,fcev,0.104216398123922
2036,02_BD,Carbon Neutral,freight,ht,fcev,0.104294619086041
2037,02_BD,Carbon Neutral,freight,ht,fcev,0.104372898762518
2038,02_BD,Carbon Neutral,freight,ht,fcev,0.104451237186006
2039,02_BD,Carbon Neutral,freight,ht,fcev,0.104529634421933
2040,02_BD,Carbon Neutral,freight,ht,fcev,0.104608090481208
2041,02_BD,Carbon Neutral,freight,ht,fcev,0.104608090481208
2042,02_BD,Carbon Neutral,freight,ht,fcev,0.104608090481208
2043,02_BD,Carbon Neutral,freight,ht,fcev,0.104608090481208
2044,02_BD,Carbon Neutral,freight,ht,fcev,0.104608090481208
2045,02_BD,Carbon Neutral,freight,ht,fcev,0.104608090481208
2046,02_BD,Carbon Neutral,freight,ht,fcev,0.104608090481208
2047,02_BD,Carbon Neutral,freight,ht,fcev,0.104608090481208
2048,02_BD,Carbon Neutral,freight,ht,fcev,0.104608090481208
2049,02_BD,Carbon Neutral,freight,ht,fcev,0.104608090481208
2050,02_BD,Carbon Neutral,freight,ht,fcev,0.104608090481208
2018,02_BD,Carbon Neutral,freight,ht,g,0.0939228335109276
2019,02_BD,Carbon Neutral,freight,ht,g,0.0948715489793355
2020,02_BD,Carbon Neutral,freight,ht,g,0.0958298474667309
2021,02_BD,Carbon Neutral,freight,ht,g,0.0963114044808285
2022,02_BD,Carbon Neutral,freight,ht,g,0.0967953813704341
2023,02_BD,Carbon Neutral,freight,ht,g,0.0972817903485428
2024,02_BD,Carbon Neutral,freight,ht,g,0.097770643562551
2025,02_BD,Carbon Neutral,freight,ht,g,0.100106398085204
2026,02_BD,Carbon Neutral,freight,ht,g,0.102408265973143
2027,02_BD,Carbon Neutral,freight,ht,g,0.104787663059465
2028,02_BD,Carbon Neutral,freight,ht,g,0.107248310898411
2029,02_BD,Carbon Neutral,freight,ht,g,0.109794170465036
2030,02_BD,Carbon Neutral,freight,ht,g,0.112429461664402
2031,02_BD,Carbon Neutral,freight,ht,g,0.114581448388539
2032,02_BD,Carbon Neutral,freight,ht,g,0.116806785629872
2033,02_BD,Carbon Neutral,freight,ht,g,0.119109251874767
2034,02_BD,Carbon Neutral,freight,ht,g,0.121492889556897
2035,02_BD,Carbon Neutral,freight,ht,g,0.12396202843738
2036,02_BD,Carbon Neutral,freight,ht,g,0.126521311736602
2037,02_BD,Carbon Neutral,freight,ht,g,0.129175724841487
2038,02_BD,Carbon Neutral,freight,ht,g,0.131930627603598
2039,02_BD,Carbon Neutral,freight,ht,g,0.13479179000854
2040,02_BD,Carbon Neutral,freight,ht,g,0.137765432262264
2041,02_BD,Carbon Neutral,freight,ht,g,0.140506123878407
2042,02_BD,Carbon Neutral,freight,ht,g,0.143358074964465
2043,02_BD,Carbon Neutral,freight,ht,g,0.143358074964465
2044,02_BD,Carbon Neutral,freight,ht,g,0.146328200840374
2045,02_BD,Carbon Neutral,freight,ht,g,0.146328200840374
2046,02_BD,Carbon Neutral,freight,ht,g,0.146328200840374
2047,02_BD,Carbon Neutral,freight,ht,g,0.146328200840374
2048,02_BD,Carbon Neutral,freight,ht,g,0.146328200840374
2049,02_BD,Carbon Neutral,freight,ht,g,0.146328200840374
2050,02_BD,Carbon Neutral,freight,ht,g,0.146328200840374
2018,02_BD,Carbon Neutral,freight,ht,lpg,0.0939228335109276
2019,02_BD,Carbon Neutral,freight,ht,lpg,0.0948715489793355
2020,02_BD,Carbon Neutral,freight,ht,lpg,0.0958298474667309
2021,02_BD,Carbon Neutral,freight,ht,lpg,0.0963114044808285
2022,02_BD,Carbon Neutral,freight,ht,lpg,0.0967953813704341
2023,02_BD,Carbon Neutral,freight,ht,lpg,0.0972817903485428
2024,02_BD,Carbon Neutral,freight,ht,lpg,0.097770643562551
2025,02_BD,Carbon Neutral,freight,ht,lpg,0.0995057596680054
2026,02_BD,Carbon Neutral,freight,ht,lpg,0.100257692386844
2027,02_BD,Carbon Neutral,freight,ht,lpg,0.101015307196183
2028,02_BD,Carbon Neutral,freight,ht,lpg,0.101778647046358
2029,02_BD,Carbon Neutral,freight,ht,lpg,0.102547755210831
2030,02_BD,Carbon Neutral,freight,ht,lpg,0.103322675275289
2031,02_BD,Carbon Neutral,freight,ht,lpg,0.103581629348366
2032,02_BD,Carbon Neutral,freight,ht,lpg,0.103841232430329
2033,02_BD,Carbon Neutral,freight,ht,lpg,0.104101486145341
2034,02_BD,Carbon Neutral,freight,ht,lpg,0.10436239212571
2035,02_BD,Carbon Neutral,freight,ht,lpg,0.104623952001045
2036,02_BD,Carbon Neutral,freight,ht,lpg,0.104886167420089
2037,02_BD,Carbon Neutral,freight,ht,lpg,0.105149040017928
2038,02_BD,Carbon Neutral,freight,ht,lpg,0.105412571448878
2039,02_BD,Carbon Neutral,freight,ht,lpg,0.10567676336453
2040,02_BD,Carbon Neutral,freight,ht,lpg,0.105941617402354
2041,02_BD,Carbon Neutral,freight,ht,lpg,0.105941617402354
2042,02_BD,Carbon Neutral,freight,ht,lpg,0.105941617402354
2043,02_BD,Carbon Neutral,freight,ht,lpg,0.105941617402354
2044,02_BD,Carbon Neutral,freight,ht,lpg,0.105941617402354
2045,02_BD,Carbon Neutral,freight,ht,lpg,0.105941617402354
2046,02_BD,Carbon Neutral,freight,ht,lpg,0.105941617402354
2047,02_BD,Carbon Neutral,freight,ht,lpg,0.105941617402354
2048,02_BD,Carbon Neutral,freight,ht,lpg,0.105941617402354
2049,02_BD,Carbon Neutral,freight,ht,lpg,0.105941617402354
2050,02_BD,Carbon Neutral,freight,ht,lpg,0.105941617402354
2018,02_BD,Carbon Neutral,freight,ht,phevd,0.110449395065007
2019,02_BD,Carbon Neutral,freight,ht,phevd,0.111565045517969
2020,02_BD,Carbon Neutral,freight,ht,phevd,0.112691965180206
2021,02_BD,Carbon Neutral,freight,ht,phevd,0.113258256455656
2022,02_BD,Carbon Neutral,freight,ht,phevd,0.113827393424583
2023,02_BD,Carbon Neutral,freight,ht,phevd,0.114399390371231
2024,02_BD,Carbon Neutral,freight,ht,phevd,0.114974261684718
2025,02_BD,Carbon Neutral,freight,ht,phevd,0.117014686978379
2026,02_BD,Carbon Neutral,freight,ht,phevd,0.117898928954713
2027,02_BD,Carbon Neutral,freight,ht,phevd,0.118789852844852
2028,02_BD,Carbon Neutral,freight,ht,phevd,0.11968750916537
2029,02_BD,Carbon Neutral,freight,ht,phevd,0.120591948787337
2030,02_BD,Carbon Neutral,freight,ht,phevd,0.121503222948867
2031,02_BD,Carbon Neutral,freight,ht,phevd,0.121807742306224
2032,02_BD,Carbon Neutral,freight,ht,phevd,0.122113024869476
2033,02_BD,Carbon Neutral,freight,ht,phevd,0.122419072557447
2034,02_BD,Carbon Neutral,freight,ht,phevd,0.122725887268595
2035,02_BD,Carbon Neutral,freight,ht,phevd,0.123033470940926
2036,02_BD,Carbon Neutral,freight,ht,phevd,0.123341825507236
2037,02_BD,Carbon Neutral,freight,ht,phevd,0.12365095289485
2038,02_BD,Carbon Neutral,freight,ht,phevd,0.123960855025362
2039,02_BD,Carbon Neutral,freight,ht,phevd,0.124271533860707
2040,02_BD,Carbon Neutral,freight,ht,phevd,0.124582991341965
2041,02_BD,Carbon Neutral,freight,ht,phevd,0.124582991341965
2042,02_BD,Carbon Neutral,freight,ht,phevd,0.124582991341965
2043,02_BD,Carbon Neutral,freight,ht,phevd,0.124582991341965
2044,02_BD,Carbon Neutral,freight,ht,phevd,0.124582991341965
2045,02_BD,Carbon Neutral,freight,ht,phevd,0.124582991341965
2046,02_BD,Carbon Neutral,freight,ht,phevd,0.124582991341965
2047,02_BD,Carbon Neutral,freight,ht,phevd,0.124582991341965
2048,02_BD,Carbon Neutral,freight,ht,phevd,0.124582991341965
2049,02_BD,Carbon Neutral,freight,ht,phevd,0.124582991341965
2050,02_BD,Carbon Neutral,freight,ht,phevd,0.124582991341965
2018,02_BD,Reference,freight,ht,bev,0.183464412949113
2019,02_BD,Reference,freight,ht,bev,0.184016462336121
2020,02_BD,Reference,freight,ht,bev,0.184570172854685
2021,02_BD,Reference,freight,ht,bev,0.184847444020716
2022,02_BD,Reference,freight,ht,bev,0.185125131718294
2023,02_BD,Reference,freight,ht,bev,0.185403236573154
2024,02_BD,Reference,freight,ht,bev,0.185681759211971
2025,02_BD,Reference,freight,ht,bev,0.185960700262365
2026,02_BD,Reference,freight,ht,bev,0.186240060352894
2027,02_BD,Reference,freight,ht,bev,0.186519840113064
2028,02_BD,Reference,freight,ht,bev,0.186800040173324
2029,02_BD,Reference,freight,ht,bev,0.187080661165072
2030,02_BD,Reference,freight,ht,bev,0.187361703720652
2031,02_BD,Reference,freight,ht,bev,0.187361703720652
2032,02_BD,Reference,freight,ht,bev,0.187361703720652
2033,02_BD,Reference,freight,ht,bev,0.187361703720652
2034,02_BD,Reference,freight,ht,bev,0.187361703720652
2035,02_BD,Reference,freight,ht,bev,0.187361703720652
2036,02_BD,Reference,freight,ht,bev,0.187361703720652
2037,02_BD,Reference,freight,ht,bev,0.187361703720652
2038,02_BD,Reference,freight,ht,bev,0.187361703720652
2039,02_BD,Reference,freight,ht,bev,0.187361703720652
2040,02_BD,Reference,freight,ht,bev,0.187361703720652
2041,02_BD,Reference,freight,ht,bev,0.187361703720652
2042,02_BD,Reference,freight,ht,bev,0.187361703720652
2043,02_BD,Reference,freight,ht,bev,0.187361703720652
2044,02_BD,Reference,freight,ht,bev,0.187361703720652
2045,02_BD,Reference,freight,ht,bev,0.187361703720652
2046,02_BD,Reference,freight,ht,bev,0.187361703720652
2047,02_BD,Reference,freight,ht,bev,0.187361703720652
2048,02_BD,Reference,freight,ht,bev,0.187361703720652
2049,02_BD,Reference,freight,ht,bev,0.187361703720652
2050,02_BD,Reference,freight,ht,bev,0.187361703720652
2018,02_BD,Reference,freight,ht,cng,0.0939228335144503
2019,02_BD,Reference,freight,ht,cng,0.0948715490044952
2020,02_BD,Reference,freight,ht,cng,0.0958298474792881
2021,02_BD,Reference,freight,ht,cng,0.0963114045017971
2022,02_BD,Reference,freight,ht,cng,0.0967953814088413
2023,02_BD,Reference,freight,ht,cng,0.0972817903606445
2024,02_BD,Reference,freight,ht,cng,0.0977706435785372
2025,02_BD,Reference,freight,ht,cng,0.0982619533452635
2026,02_BD,Reference,freight,ht,cng,0.0987557320052899
2027,02_BD,Reference,freight,ht,cng,0.0992519919651155
2028,02_BD,Reference,freight,ht,cng,0.0997507456935834
2029,02_BD,Reference,freight,ht,cng,0.100252005722194
2030,02_BD,Reference,freight,ht,cng,0.100755784645421
2031,02_BD,Reference,freight,ht,cng,0.100755784645421
2032,02_BD,Reference,freight,ht,cng,0.100755784645421
2033,02_BD,Reference,freight,ht,cng,0.100755784645421
2034,02_BD,Reference,freight,ht,cng,0.100755784645421
2035,02_BD,Reference,freight,ht,cng,0.100755784645421
2036,02_BD,Reference,freight,ht,cng,0.100755784645421
2037,02_BD,Reference,freight,ht,cng,0.100755784645421
2038,02_BD,Reference,freight,ht,cng,0.100755784645421
2039,02_BD,Reference,freight,ht,cng,0.100755784645421
2040,02_BD,Reference,freight,ht,cng,0.100755784645421
2041,02_BD,Reference,freight,ht,cng,0.100755784645421
2042,02_BD,Reference,freight,ht,cng,0.100755784645421
2043,02_BD,Reference,freight,ht,cng,0.100755784645421
2044,02_BD,Reference,freight,ht,cng,0.100755784645421
2045,02_BD,Reference,freight,ht,cng,0.100755784645421
2046,02_BD,Reference,freight,ht,cng,0.100755784645421
2047,02_BD,Reference,freight,ht,cng,0.100755784645421
2048,02_BD,Reference,freight,ht,cng,0.100755784645421
2049,02_BD,Reference,freight,ht,cng,0.100755784645421
2050,02_BD,Reference,freight,ht,cng,0.100755784645421
2018,02_BD,Reference,freight,ht,d,0.106730492630057
2019,02_BD,Reference,freight,ht,d,0.107808578414199
2020,02_BD,Reference,freight,ht,d,0.108897553953736
2021,02_BD,Reference,freight,ht,d,0.109444777842951
2022,02_BD,Reference,freight,ht,d,0.109994751600956
2023,02_BD,Reference,freight,ht,d,0.110547489046186
2024,02_BD,Reference,freight,ht,d,0.111103004066519
2025,02_BD,Reference,freight,ht,d,0.111661310619617
2026,02_BD,Reference,freight,ht,d,0.112222422733284
2027,02_BD,Reference,freight,ht,d,0.112786354505813
2028,02_BD,Reference,freight,ht,d,0.113353120106344
2029,02_BD,Reference,freight,ht,d,0.11392273377522
2030,02_BD,Reference,freight,ht,d,0.114495209824342
2031,02_BD,Reference,freight,ht,d,0.114495209824342
2032,02_BD,Reference,freight,ht,d,0.114495209824342
2033,02_BD,Reference,freight,ht,d,0.114495209824342
2034,02_BD,Reference,freight,ht,d,0.114495209824342
2035,02_BD,Reference,freight,ht,d,0.114495209824342
2036,02_BD,Reference,freight,ht,d,0.114495209824342
2037,02_BD,Reference,freight,ht,d,0.114495209824342
2038,02_BD,Reference,freight,ht,d,0.114495209824342
2039,02_BD,Reference,freight,ht,d,0.114495209824342
2040,02_BD,Reference,freight,ht,d,0.114495209824342
