date,economy,measure,vehicle_type,unit,medium,transport_type,drive,frequency
2017,06_HKC,activity,car,passenger_km_or_freight_tonne_km,road,passenger,phev_g,yearly
2017,06_HKC,activity,ht,passenger_km_or_freight_tonne_km,road,freight,phev_g,yearly
2017,06_HKC,activity,lcv,passenger_km_or_freight_tonne_km,road,freight,phev_d,yearly
2017,06_HKC,activity,lt,passenger_km_or_freight_tonne_km,road,passenger,bev,yearly
2017,06_HKC,activity,lt,passenger_km_or_freight_tonne_km,road,passenger,cng,yearly
2017,06_HKC,activity,lt,passenger_km_or_freight_tonne_km,road,passenger,fcev,yearly
2017,06_HKC,activity,lt,passenger_km_or_freight_tonne_km,road,passenger,ice_d,yearly
2017,06_HKC,activity,lt,passenger_km_or_freight_tonne_km,road,passenger,ice_g,yearly
2017,06_HKC,activity,lt,passenger_km_or_freight_tonne_km,road,passenger,lpg,yearly
2017,06_HKC,activity,lt,passenger_km_or_freight_tonne_km,road,passenger,phev_d,yearly
2017,06_HKC,activity,lt,passenger_km_or_freight_tonne_km,road,passenger,phev_g,yearly
2017,06_HKC,activity,mt,passenger_km_or_freight_tonne_km,road,freight,bev,yearly
2017,06_HKC,activity,mt,passenger_km_or_freight_tonne_km,road,freight,cng,yearly
2017,06_HKC,activity,mt,passenger_km_or_freight_tonne_km,road,freight,fcev,yearly
2017,06_HKC,activity,mt,passenger_km_or_freight_tonne_km,road,freight,ice_d,yearly
2017,06_HKC,activity,mt,passenger_km_or_freight_tonne_km,road,freight,ice_g,yearly
2017,06_HKC,activity,mt,passenger_km_or_freight_tonne_km,road,freight,lpg,yearly
2017,06_HKC,activity,mt,passenger_km_or_freight_tonne_km,road,freight,phev_d,yearly
2017,06_HKC,activity,mt,passenger_km_or_freight_tonne_km,road,freight,phev_g,yearly
2017,06_HKC,activity,suv,passenger_km_or_freight_tonne_km,road,passenger,bev,yearly
2017,06_HKC,activity,suv,passenger_km_or_freight_tonne_km,road,passenger,cng,yearly
2017,06_HKC,activity,suv,passenger_km_or_freight_tonne_km,road,passenger,fcev,yearly
2017,06_HKC,activity,suv,passenger_km_or_freight_tonne_km,road,passenger,ice_d,yearly
2017,06_HKC,activity,suv,passenger_km_or_freight_tonne_km,road,passenger,ice_g,yearly
2017,06_HKC,activity,suv,passenger_km_or_freight_tonne_km,road,passenger,lpg,yearly
2017,06_HKC,activity,suv,passenger_km_or_freight_tonne_km,road,passenger,phev_d,yearly
2017,06_HKC,activity,suv,passenger_km_or_freight_tonne_km,road,passenger,phev_g,yearly
2017,06_HKC,energy,2w,pj,road,freight,bev,yearly
2017,06_HKC,energy,2w,pj,road,freight,ice_d,yearly
2017,06_HKC,energy,2w,pj,road,freight,ice_g,yearly
2017,06_HKC,energy,2w,pj,road,passenger,ice_d,yearly
2017,06_HKC,energy,bus,pj,road,passenger,phev_g,yearly
2017,06_HKC,energy,car,pj,road,passenger,bev,yearly
2017,06_HKC,energy,car,pj,road,passenger,cng,yearly
2017,06_HKC,energy,car,pj,road,passenger,fcev,yearly
2017,06_HKC,energy,car,pj,road,passenger,ice_d,yearly
2017,06_HKC,energy,car,pj,road,passenger,ice_g,yearly
2017,06_HKC,energy,car,pj,road,passenger,lpg,yearly
2017,06_HKC,energy,car,pj,road,passenger,phev_d,yearly
2017,06_HKC,energy,car,pj,road,passenger,phev_g,yearly
2017,06_HKC,energy,ht,pj,road,freight,phev_g,yearly
2017,06_HKC,energy,lcv,pj,road,freight,phev_d,yearly
2017,06_HKC,energy,lt,pj,road,passenger,bev,yearly
2017,06_HKC,energy,lt,pj,road,passenger,cng,yearly
2017,06_HKC,energy,lt,pj,road,passenger,fcev,yearly
2017,06_HKC,energy,lt,pj,road,passenger,ice_d,yearly
2017,06_HKC,energy,lt,pj,road,passenger,ice_g,yearly
2017,06_HKC,energy,lt,pj,road,passenger,lpg,yearly
2017,06_HKC,energy,lt,pj,road,passenger,phev_d,yearly
2017,06_HKC,energy,lt,pj,road,passenger,phev_g,yearly
2017,06_HKC,energy,mt,pj,road,freight,bev,yearly
2017,06_HKC,energy,mt,pj,road,freight,cng,yearly
2017,06_HKC,energy,mt,pj,road,freight,fcev,yearly
2017,06_HKC,energy,mt,pj,road,freight,ice_d,yearly
2017,06_HKC,energy,mt,pj,road,freight,ice_g,yearly
2017,06_HKC,energy,mt,pj,road,freight,lpg,yearly
2017,06_HKC,energy,mt,pj,road,freight,phev_d,yearly
