Medium,Transport Type,Vehicle Type,Drive,Date,Economy,Frequency,Measure,Unit,Value,Dataset,Scope,Fuel_Type,Comments,Fuel
road,freight,ht,bev,2017-12-31,20_USA,Yearly,freight_tonne_km,freight_tonne_km,21556281.526996903,8th edition transport model $ Reference,National,,,
road,freight,ht,cng,2017-12-31,20_USA,Yearly,freight_tonne_km,freight_tonne_km,8677362000.481573,8th edition transport model $ Reference,National,,,
road,freight,ht,d,2017-12-31,20_USA,Yearly,freight_tonne_km,freight_tonne_km,2318478509605.3887,8th edition transport model $ Reference,National,,,
road,freight,ht,fcev,2017-12-31,20_USA,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model $ Reference,National,,,
road,freight,ht,g,2017-12-31,20_USA,Yearly,freight_tonne_km,freight_tonne_km,621420954713.4647,8th edition transport model $ Reference,National,,,
road,freight,ht,lpg,2017-12-31,20_USA,Yearly,freight_tonne_km,freight_tonne_km,1420032344.573634,8th edition transport model $ Reference,National,,,
road,freight,ht,phevd,2017-12-31,20_USA,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model $ Reference,National,,,
ship,freight,,,2017-12-31,20_USA,Yearly,freight_tonne_km,freight_tonne_km,727423400609.1606,8th edition transport model $ Reference,National,,,
air,freight,,,2017-12-31,21_VN,Yearly,freight_tonne_km,freight_tonne_km,130493474.0,8th edition transport model $ Reference,National,,,
rail,freight,,,2017-12-31,21_VN,Yearly,freight_tonne_km,freight_tonne_km,4162655137.0,8th edition transport model $ Reference,National,,,
road,freight,ht,bev,2017-12-31,21_VN,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model $ Reference,National,,,
road,freight,ht,d,2017-12-31,21_VN,Yearly,freight_tonne_km,freight_tonne_km,62794345380.00001,8th edition transport model $ Reference,National,,,
road,freight,ht,fcev,2017-12-31,21_VN,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model $ Reference,National,,,
road,freight,ht,g,2017-12-31,21_VN,Yearly,freight_tonne_km,freight_tonne_km,634286284.0,8th edition transport model $ Reference,National,,,
ship,freight,,,2017-12-31,21_VN,Yearly,freight_tonne_km,freight_tonne_km,49826531030.0,8th edition transport model $ Reference,National,,,
road,freight,ldv,bev,2017-12-31,01_AUS,Yearly,Energy,PJ,0.0008413933031983,8th edition transport model $ Reference,National,,,
road,freight,ldv,cng,2017-12-31,01_AUS,Yearly,Energy,PJ,0.1294658632893596,8th edition transport model $ Reference,National,,,
road,freight,ldv,d,2017-12-31,01_AUS,Yearly,Energy,PJ,30.118421025144016,8th edition transport model $ Reference,National,,,
road,freight,ldv,fcev,2017-12-31,01_AUS,Yearly,Energy,PJ,0.0,8th edition transport model $ Reference,National,,,
road,freight,ldv,g,2017-12-31,01_AUS,Yearly,Energy,PJ,15.87294636677954,8th edition transport model $ Reference,National,,,
road,freight,ldv,lpg,2017-12-31,01_AUS,Yearly,Energy,PJ,3.2948425396128203,8th edition transport model $ Reference,National,,,
road,freight,ldv,phevg,2017-12-31,01_AUS,Yearly,Energy,PJ,0.0013275190174135,8th edition transport model $ Reference,National,,,
road,passenger,ldv,bev,2017-12-31,01_AUS,Yearly,Energy,PJ,0.0094140884463084,8th edition transport model $ Reference,National,,,
road,passenger,ldv,cng,2017-12-31,01_AUS,Yearly,Energy,PJ,3.340184499552832,8th edition transport model $ Reference,National,,,
road,passenger,ldv,d,2017-12-31,01_AUS,Yearly,Energy,PJ,194.6825043032429,8th edition transport model $ Reference,National,,,
road,passenger,ldv,fcev,2017-12-31,01_AUS,Yearly,Energy,PJ,0.0,8th edition transport model $ Reference,National,,,
road,passenger,ldv,g,2017-12-31,01_AUS,Yearly,Energy,PJ,557.740376961768,8th edition transport model $ Reference,National,,,
road,passenger,ldv,lpg,2017-12-31,01_AUS,Yearly,Energy,PJ,27.309988822489117,8th edition transport model $ Reference,National,,,
road,passenger,ldv,phevg,2017-12-31,01_AUS,Yearly,Energy,PJ,0.0359093894210376,8th edition transport model $ Reference,National,,,
road,freight,ldv,bev,2017-12-31,01_AUS,Yearly,Stocks,Stocks,7.0,8th edition transport model $ Reference,National,,,
road,freight,ldv,cng,2017-12-31,01_AUS,Yearly,Stocks,Stocks,756.0,8th edition transport model $ Reference,National,,,
road,freight,ldv,d,2017-12-31,01_AUS,Yearly,Stocks,Stocks,175734.0,8th edition transport model $ Reference,National,,,
road,freight,ldv,g,2017-12-31,01_AUS,Yearly,Stocks,Stocks,111676.0,8th edition transport model $ Reference,National,,,
road,freight,ldv,lpg,2017-12-31,01_AUS,Yearly,Stocks,Stocks,10173.0,8th edition transport model $ Reference,National,,,
road,freight,ldv,phevg,2017-12-31,01_AUS,Yearly,Stocks,Stocks,23.0,8th edition transport model $ Reference,National,,,
road,passenger,ldv,bev,2017-12-31,01_AUS,Yearly,Stocks,Stocks,399.0,8th edition transport model $ Reference,National,,,
road,passenger,ldv,cng,2017-12-31,01_AUS,Yearly,Stocks,Stocks,41808.0,8th edition transport model $ Reference,National,,,
road,passenger,ldv,d,2017-12-31,01_AUS,Yearly,Stocks,Stocks,3046035.0,8th edition transport model $ Reference,National,,,
road,passenger,ldv,g,2017-12-31,01_AUS,Yearly,Stocks,Stocks,13057813.0,8th edition transport model $ Reference,National,,,
road,passenger,ldv,lpg,2017-12-31,01_AUS,Yearly,Stocks,Stocks,344314.0,8th edition transport model $ Reference,National,,,
road,passenger,ldv,phevg,2017-12-31,01_AUS,Yearly,Stocks,Stocks,1268.0,8th edition transport model $ Reference,National,,,
road,freight,ldv,bev,2017-12-31,01_AUS,Yearly,freight_tonne_km,freight_tonne_km,192609.1162995,8th edition transport model $ Reference,National,,,
road,freight,ldv,cng,2017-12-31,01_AUS,Yearly,freight_tonne_km,freight_tonne_km,22284395.2421999,8th edition transport model $ Reference,National,,,
road,freight,ldv,d,2017-12-31,01_AUS,Yearly,freight_tonne_km,freight_tonne_km,5609708074.240892,8th edition transport model $ Reference,National,,,
road,freight,ldv,fcev,2017-12-31,01_AUS,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model $ Reference,National,,,
road,freight,ldv,g,2017-12-31,01_AUS,Yearly,freight_tonne_km,freight_tonne_km,2507949342.767224,8th edition transport model $ Reference,National,,,
road,freight,ldv,lpg,2017-12-31,01_AUS,Yearly,freight_tonne_km,freight_tonne_km,367893664.08047056,8th edition transport model $ Reference,National,,,
road,freight,ldv,phevg,2017-12-31,01_AUS,Yearly,freight_tonne_km,freight_tonne_km,613456.0171431,8th edition transport model $ Reference,National,,,
road,passenger,ldv,bev,2017-12-31,01_AUS,Yearly,passenger_km,passenger_km,14414375.9245035,8th edition transport model $ Reference,National,,,
road,passenger,ldv,cng,2017-12-31,01_AUS,Yearly,passenger_km,passenger_km,1522244708.9185083,8th edition transport model $ Reference,National,,,
road,passenger,ldv,d,2017-12-31,01_AUS,Yearly,passenger_km,passenger_km,67916404315.249374,8th edition transport model $ Reference,National,,,
road,passenger,ldv,fcev,2017-12-31,01_AUS,Yearly,passenger_km,passenger_km,0.0,8th edition transport model $ Reference,National,,,
road,passenger,ldv,g,2017-12-31,01_AUS,Yearly,passenger_km,passenger_km,252588374748.68735,8th edition transport model $ Reference,National,,,
road,passenger,ldv,lpg,2017-12-31,01_AUS,Yearly,passenger_km,passenger_km,14362164266.031044,8th edition transport model $ Reference,National,,,
road,passenger,ldv,phevg,2017-12-31,01_AUS,Yearly,passenger_km,passenger_km,41961898.4599533,8th edition transport model $ Reference,National,,,
road,freight,ldv,bev,2017-12-31,02_BD,Yearly,Energy,PJ,0.0,8th edition transport model $ Reference,National,,,
road,freight,ldv,d,2017-12-31,02_BD,Yearly,Energy,PJ,0.3094574972015997,8th edition transport model $ Reference,National,,,
road,freight,ldv,fcev,2017-12-31,02_BD,Yearly,Energy,PJ,0.0,8th edition transport model $ Reference,National,,,
road,freight,ldv,g,2017-12-31,02_BD,Yearly,Energy,PJ,0.6835936599529729,8th edition transport model $ Reference,National,,,
road,freight,ldv,lpg,2017-12-31,02_BD,Yearly,Energy,PJ,0.0,8th edition transport model $ Reference,National,,,
road,passenger,ldv,bev,2017-12-31,02_BD,Yearly,Energy,PJ,0.0005441692755616,8th edition transport model $ Reference,National,,,
road,passenger,ldv,d,2017-12-31,02_BD,Yearly,Energy,PJ,3.135099455055718,8th edition transport model $ Reference,National,,,
road,passenger,ldv,fcev,2017-12-31,02_BD,Yearly,Energy,PJ,0.0,8th edition transport model $ Reference,National,,,
road,passenger,ldv,g,2017-12-31,02_BD,Yearly,Energy,PJ,11.809721386792129,8th edition transport model $ Reference,National,,,
road,passenger,ldv,lpg,2017-12-31,02_BD,Yearly,Energy,PJ,0.0,8th edition transport model $ Reference,National,,,
road,passenger,ldv,phevg,2017-12-31,02_BD,Yearly,Energy,PJ,0.0,8th edition transport model $ Reference,National,,,
road,freight,ldv,d,2017-12-31,02_BD,Yearly,Stocks,Stocks,4305.0,8th edition transport model $ Reference,National,,,
road,freight,ldv,g,2017-12-31,02_BD,Yearly,Stocks,Stocks,8361.0,8th edition transport model $ Reference,National,,,
road,passenger,ldv,bev,2017-12-31,02_BD,Yearly,Stocks,Stocks,70.0,8th edition transport model $ Reference,National,,,
road,passenger,ldv,d,2017-12-31,02_BD,Yearly,Stocks,Stocks,48683.0,8th edition transport model $ Reference,National,,,
road,passenger,ldv,g,2017-12-31,02_BD,Yearly,Stocks,Stocks,191792.0,8th edition transport model $ Reference,National,,,
road,freight,ldv,bev,2017-12-31,02_BD,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model $ Reference,National,,,
road,freight,ldv,d,2017-12-31,02_BD,Yearly,freight_tonne_km,freight_tonne_km,18457863.6192208,8th edition transport model $ Reference,National,,,
road,freight,ldv,fcev,2017-12-31,02_BD,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model $ Reference,National,,,
road,freight,ldv,g,2017-12-31,02_BD,Yearly,freight_tonne_km,freight_tonne_km,35846544.3245281,8th edition transport model $ Reference,National,,,
road,freight,ldv,lpg,2017-12-31,02_BD,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model $ Reference,National,,,
road,passenger,ldv,bev,2017-12-31,02_BD,Yearly,passenger_km,passenger_km,1361924.3248663,8th edition transport model $ Reference,National,,,
road,passenger,ldv,d,2017-12-31,02_BD,Yearly,passenger_km,passenger_km,1209754177.301293,8th edition transport model $ Reference,National,,,
road,passenger,ldv,fcev,2017-12-31,02_BD,Yearly,passenger_km,passenger_km,0.0,8th edition transport model $ Reference,National,,,
road,passenger,ldv,g,2017-12-31,02_BD,Yearly,passenger_km,passenger_km,4252319780.9094944,8th edition transport model $ Reference,National,,,
road,passenger,ldv,lpg,2017-12-31,02_BD,Yearly,passenger_km,passenger_km,0.0,8th edition transport model $ Reference,National,,,
road,passenger,ldv,phevg,2017-12-31,02_BD,Yearly,passenger_km,passenger_km,0.0,8th edition transport model $ Reference,National,,,
road,freight,ldv,bev,2017-12-31,03_CDA,Yearly,Energy,PJ,0.0,8th edition transport model $ Reference,National,,,
road,freight,ldv,cng,2017-12-31,03_CDA,Yearly,Energy,PJ,0.0,8th edition transport model $ Reference,National,,,
road,freight,ldv,d,2017-12-31,03_CDA,Yearly,Energy,PJ,0.9081297379486994,8th edition transport model $ Reference,National,,,
road,freight,ldv,fcev,2017-12-31,03_CDA,Yearly,Energy,PJ,0.0,8th edition transport model $ Reference,National,,,
road,freight,ldv,g,2017-12-31,03_CDA,Yearly,Energy,PJ,144.9528161725768,8th edition transport model $ Reference,National,,,
road,freight,ldv,lpg,2017-12-31,03_CDA,Yearly,Energy,PJ,0.3727305517170393,8th edition transport model $ Reference,National,,,
road,freight,ldv,phevg,2017-12-31,03_CDA,Yearly,Energy,PJ,0.0,8th edition transport model $ Reference,National,,,
road,passenger,ldv,bev,2017-12-31,03_CDA,Yearly,Energy,PJ,0.0438051044162965,8th edition transport model $ Reference,National,,,
road,passenger,ldv,cng,2017-12-31,03_CDA,Yearly,Energy,PJ,0.2516959612487012,8th edition transport model $ Reference,National,,,
road,passenger,ldv,d,2017-12-31,03_CDA,Yearly,Energy,PJ,8.131001019062957,8th edition transport model $ Reference,National,,,
road,passenger,ldv,fcev,2017-12-31,03_CDA,Yearly,Energy,PJ,0.0,8th edition transport model $ Reference,National,,,
road,passenger,ldv,g,2017-12-31,03_CDA,Yearly,Energy,PJ,999.3537967409676,8th edition transport model $ Reference,National,,,
road,passenger,ldv,lpg,2017-12-31,03_CDA,Yearly,Energy,PJ,3.476135589043152,8th edition transport model $ Reference,National,,,
road,passenger,ldv,phevg,2017-12-31,03_CDA,Yearly,Energy,PJ,0.0070067579868567,8th edition transport model $ Reference,National,,,
road,freight,ldv,d,2017-12-31,03_CDA,Yearly,Stocks,Stocks,9392.0,8th edition transport model $ Reference,National,,,
road,freight,ldv,g,2017-12-31,03_CDA,Yearly,Stocks,Stocks,1175061.0,8th edition transport model $ Reference,National,,,
road,freight,ldv,lpg,2017-12-31,03_CDA,Yearly,Stocks,Stocks,2792.0,8th edition transport model $ Reference,National,,,
road,passenger,ldv,bev,2017-12-31,03_CDA,Yearly,Stocks,Stocks,1586.0,8th edition transport model $ Reference,National,,,
road,passenger,ldv,cng,2017-12-31,03_CDA,Yearly,Stocks,Stocks,12187.0,8th edition transport model $ Reference,National,,,
road,passenger,ldv,d,2017-12-31,03_CDA,Yearly,Stocks,Stocks,257591.0,8th edition transport model $ Reference,National,,,
road,passenger,ldv,g,2017-12-31,03_CDA,Yearly,Stocks,Stocks,23262538.0,8th edition transport model $ Reference,National,,,
road,passenger,ldv,lpg,2017-12-31,03_CDA,Yearly,Stocks,Stocks,122629.0,8th edition transport model $ Reference,National,,,
road,passenger,ldv,phevg,2017-12-31,03_CDA,Yearly,Stocks,Stocks,243.0,8th edition transport model $ Reference,National,,,
road,freight,ldv,bev,2017-12-31,03_CDA,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model $ Reference,National,,,
road,freight,ldv,cng,2017-12-31,03_CDA,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model $ Reference,National,,,
road,freight,ldv,d,2017-12-31,03_CDA,Yearly,freight_tonne_km,freight_tonne_km,119993250.0,8th edition transport model $ Reference,National,,,
road,freight,ldv,fcev,2017-12-31,03_CDA,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model $ Reference,National,,,
road,freight,ldv,g,2017-12-31,03_CDA,Yearly,freight_tonne_km,freight_tonne_km,18765160100.0,8th edition transport model $ Reference,National,,,
road,freight,ldv,lpg,2017-12-31,03_CDA,Yearly,freight_tonne_km,freight_tonne_km,51280899.0,8th edition transport model $ Reference,National,,,
road,freight,ldv,phevg,2017-12-31,03_CDA,Yearly,freight_tonne_km,freight_tonne_km,0.0,8th edition transport model $ Reference,National,,,
road,passenger,ldv,bev,2017-12-31,03_CDA,Yearly,passenger_km,passenger_km,44393539.0,8th edition transport model $ Reference,National,,,
road,passenger,ldv,cng,2017-12-31,03_CDA,Yearly,passenger_km,passenger_km,272879789.0,8th edition transport model $ Reference,National,,,
road,passenger,ldv,d,2017-12-31,03_CDA,Yearly,passenger_km,passenger_km,4631942180.0,8th edition transport model $ Reference,National,,,
road,passenger,ldv,fcev,2017-12-31,03_CDA,Yearly,passenger_km,passenger_km,0.0,8th edition transport model $ Reference,National,,,
road,passenger,ldv,g,2017-12-31,03_CDA,Yearly,passenger_km,passenger_km,523642201200.0,8th edition transport model $ Reference,National,,,
road,passenger,ldv,lpg,2017-12-31,03_CDA,Yearly,passenger_km,passenger_km,3165299972.0,8th edition transport model $ Reference,National,,,
road,passenger,ldv,phevg,2017-12-31,03_CDA,Yearly,passenger_km,passenger_km,5440342.0,8th edition transport model $ Reference,National,,,
road,passenger,ldv,bev,2017-12-31,04_CHL,Yearly,Energy,PJ,0.7000497081371972,8th edition transport model $ Reference,National,,,
road,passenger,ldv,cng,2017-12-31,04_CHL,Yearly,Energy,PJ,0.6909476038061934,8th edition transport model $ Reference,National,,,
road,passenger,ldv,d,2017-12-31,04_CHL,Yearly,Energy,PJ,29.234442062279552,8th edition transport model $ Reference,National,,,
road,passenger,ldv,fcev,2017-12-31,04_CHL,Yearly,Energy,PJ,0.0,8th edition transport model $ Reference,National,,,
road,passenger,ldv,g,2017-12-31,04_CHL,Yearly,Energy,PJ,144.41935203552595,8th edition transport model $ Reference,National,,,
road,passenger,ldv,lpg,2017-12-31,04_CHL,Yearly,Energy,PJ,1.1196765714505466,8th edition transport model $ Reference,National,,,
road,passenger,ldv,phevg,2017-12-31,04_CHL,Yearly,Energy,PJ,0.0981935875299635,8th edition transport model $ Reference,National,,,
road,passenger,ldv,bev,2017-12-31,04_CHL,Yearly,Stocks,Stocks,59.0,8th edition transport model $ Reference,National,,,
road,passenger,ldv,cng,2017-12-31,04_CHL,Yearly,Stocks,Stocks,16807.0,8th edition transport model $ Reference,National,,,
road,passenger,ldv,d,2017-12-31,04_CHL,Yearly,Stocks,Stocks,840429.0,8th edition transport model $ Reference,National,,,
