,vehicle_type,transport_type,economy,date,medium,measure,unit,fuel,comment,scope,frequency,dataset,drive,value
107182,ht,freight,20_USA,2015,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,bev,8.4375
107183,ht,freight,20_USA,2016,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,bev,8.4375
107184,ht,freight,20_USA,2017,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,bev,8.4375
107185,ht,freight,20_USA,2018,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,bev,8.4375
107186,ht,freight,20_USA,2019,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,bev,8.4375
107187,ht,freight,20_USA,2020,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,bev,8.4375
107188,ht,freight,20_USA,2021,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,bev,8.4375
107189,ht,freight,20_USA,2022,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,bev,8.4375
107190,ht,freight,20_USA,2023,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,bev,8.4375
107471,ht,freight,20_USA,2010,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,cng,8.4375
107472,ht,freight,20_USA,2011,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,cng,8.4375
107473,ht,freight,20_USA,2012,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,cng,8.4375
107474,ht,freight,20_USA,2013,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,cng,8.4375
107475,ht,freight,20_USA,2014,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,cng,8.4375
107476,ht,freight,20_USA,2015,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,cng,8.4375
107477,ht,freight,20_USA,2016,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,cng,8.4375
107478,ht,freight,20_USA,2017,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,cng,8.4375
107479,ht,freight,20_USA,2018,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,cng,8.4375
107480,ht,freight,20_USA,2019,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,cng,8.4375
107481,ht,freight,20_USA,2020,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,cng,8.4375
107482,ht,freight,20_USA,2021,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,cng,8.4375
107483,ht,freight,20_USA,2022,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,cng,8.4375
107484,ht,freight,20_USA,2023,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,cng,8.4375
107765,ht,freight,20_USA,2010,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,fcev,8.4375
107766,ht,freight,20_USA,2011,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,fcev,8.4375
107767,ht,freight,20_USA,2012,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,fcev,8.4375
107768,ht,freight,20_USA,2013,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,fcev,8.4375
107769,ht,freight,20_USA,2014,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,fcev,8.4375
107770,ht,freight,20_USA,2015,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,fcev,8.4375
107771,ht,freight,20_USA,2016,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,fcev,8.4375
107772,ht,freight,20_USA,2017,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,fcev,8.4375
107773,ht,freight,20_USA,2018,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,fcev,8.4375
107774,ht,freight,20_USA,2019,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,fcev,8.4375
107775,ht,freight,20_USA,2020,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,fcev,8.4375
107776,ht,freight,20_USA,2021,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,fcev,8.4375
107777,ht,freight,20_USA,2022,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,fcev,8.4375
107778,ht,freight,20_USA,2023,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,fcev,8.4375
108059,ht,freight,20_USA,2010,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,ice_d,8.4375
108060,ht,freight,20_USA,2011,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,ice_d,8.4375
108061,ht,freight,20_USA,2012,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,ice_d,8.4375
108062,ht,freight,20_USA,2013,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,ice_d,8.4375
108063,ht,freight,20_USA,2014,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,ice_d,8.4375
108064,ht,freight,20_USA,2015,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,ice_d,8.4375
108065,ht,freight,20_USA,2016,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,ice_d,8.4375
108066,ht,freight,20_USA,2017,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,ice_d,8.4375
108067,ht,freight,20_USA,2018,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,ice_d,8.4375
108068,ht,freight,20_USA,2019,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,ice_d,8.4375
108069,ht,freight,20_USA,2020,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,ice_d,8.4375
108070,ht,freight,20_USA,2021,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,ice_d,8.4375
108071,ht,freight,20_USA,2022,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,ice_d,8.4375
108072,ht,freight,20_USA,2023,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,ice_d,8.4375
108353,ht,freight,20_USA,2010,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,ice_g,8.4375
108354,ht,freight,20_USA,2011,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,ice_g,8.4375
108355,ht,freight,20_USA,2012,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,ice_g,8.4375
108356,ht,freight,20_USA,2013,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,ice_g,8.4375
108357,ht,freight,20_USA,2014,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,ice_g,8.4375
108358,ht,freight,20_USA,2015,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,ice_g,8.4375
108359,ht,freight,20_USA,2016,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,ice_g,8.4375
108360,ht,freight,20_USA,2017,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,ice_g,8.4375
108361,ht,freight,20_USA,2018,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,ice_g,8.4375
108362,ht,freight,20_USA,2019,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,ice_g,8.4375
108363,ht,freight,20_USA,2020,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,ice_g,8.4375
108364,ht,freight,20_USA,2021,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,ice_g,8.4375
108365,ht,freight,20_USA,2022,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,ice_g,8.4375
108366,ht,freight,20_USA,2023,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,ice_g,8.4375
108647,ht,freight,20_USA,2010,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,lpg,8.4375
108648,ht,freight,20_USA,2011,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,lpg,8.4375
108649,ht,freight,20_USA,2012,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,lpg,8.4375
108650,ht,freight,20_USA,2013,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,lpg,8.4375
108651,ht,freight,20_USA,2014,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,lpg,8.4375
108652,ht,freight,20_USA,2015,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,lpg,8.4375
108653,ht,freight,20_USA,2016,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,lpg,8.4375
108654,ht,freight,20_USA,2017,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,lpg,8.4375
108655,ht,freight,20_USA,2018,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,lpg,8.4375
108656,ht,freight,20_USA,2019,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,lpg,8.4375
108657,ht,freight,20_USA,2020,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,lpg,8.4375
108658,ht,freight,20_USA,2021,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,lpg,8.4375
108659,ht,freight,20_USA,2022,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,lpg,8.4375
108660,ht,freight,20_USA,2023,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,lpg,8.4375
108941,ht,freight,20_USA,2010,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,phev_d,8.4375
108942,ht,freight,20_USA,2011,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,phev_d,8.4375
108943,ht,freight,20_USA,2012,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,phev_d,8.4375
108944,ht,freight,20_USA,2013,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,phev_d,8.4375
108945,ht,freight,20_USA,2014,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,phev_d,8.4375
108946,ht,freight,20_USA,2015,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,phev_d,8.4375
108947,ht,freight,20_USA,2016,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,phev_d,8.4375
108948,ht,freight,20_USA,2017,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,phev_d,8.4375
108949,ht,freight,20_USA,2018,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,phev_d,8.4375
108950,ht,freight,20_USA,2019,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,phev_d,8.4375
108951,ht,freight,20_USA,2020,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,phev_d,8.4375
108952,ht,freight,20_USA,2021,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,phev_d,8.4375
108953,ht,freight,20_USA,2022,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,phev_d,8.4375
108954,ht,freight,20_USA,2023,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,phev_d,8.4375
109235,ht,freight,20_USA,2010,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,phev_g,8.4375
109236,ht,freight,20_USA,2011,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,phev_g,8.4375
109237,ht,freight,20_USA,2012,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,phev_g,8.4375
109238,ht,freight,20_USA,2013,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,phev_g,8.4375
109239,ht,freight,20_USA,2014,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,phev_g,8.4375
109240,ht,freight,20_USA,2015,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,phev_g,8.4375
109241,ht,freight,20_USA,2016,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,phev_g,8.4375
109242,ht,freight,20_USA,2017,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,phev_g,8.4375
109243,ht,freight,20_USA,2018,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,phev_g,8.4375
109244,ht,freight,20_USA,2019,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,phev_g,8.4375
109245,ht,freight,20_USA,2020,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,phev_g,8.4375
109246,ht,freight,20_USA,2021,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,phev_g,8.4375
109247,ht,freight,20_USA,2022,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,phev_g,8.4375
109248,ht,freight,20_USA,2023,road,occupancy_or_load,passengers_or_tonnes,all,no_comment,national,yearly,manually_inputted_data $ guess,phev_g,8.4375
109529,lcv,freight,20_USA,2010,road,occupancy_or_load,passengers_or_tonnes,all,was_previously_0.365,national,yearly,manually_inputted_data $ guess,bev,1.0
109530,lcv,freight,20_USA,2011,road,occupancy_or_load,passengers_or_tonnes,all,was_previously_0.365,national,yearly,manually_inputted_data $ guess,bev,1.0
109531,lcv,freight,20_USA,2012,road,occupancy_or_load,passengers_or_tonnes,all,was_previously_0.365,national,yearly,manually_inputted_data $ guess,bev,1.0
109532,lcv,freight,20_USA,2013,road,occupancy_or_load,passengers_or_tonnes,all,was_previously_0.365,national,yearly,manually_inputted_data $ guess,bev,1.0
109533,lcv,freight,20_USA,2014,road,occupancy_or_load,passengers_or_tonnes,all,was_previously_0.365,national,yearly,manually_inputted_data $ guess,bev,1.0
109534,lcv,freight,20_USA,2015,road,occupancy_or_load,passengers_or_tonnes,all,was_previously_0.365,national,yearly,manually_inputted_data $ guess,bev,1.0
109535,lcv,freight,20_USA,2016,road,occupancy_or_load,passengers_or_tonnes,all,was_previously_0.365,national,yearly,manually_inputted_data $ guess,bev,1.0
109536,lcv,freight,20_USA,2017,road,occupancy_or_load,passengers_or_tonnes,all,was_previously_0.365,national,yearly,manually_inputted_data $ guess,bev,1.0
109537,lcv,freight,20_USA,2018,road,occupancy_or_load,passengers_or_tonnes,all,was_previously_0.365,national,yearly,manually_inputted_data $ guess,bev,1.0
109538,lcv,freight,20_USA,2019,road,occupancy_or_load,passengers_or_tonnes,all,was_previously_0.365,national,yearly,manually_inputted_data $ guess,bev,1.0
109539,lcv,freight,20_USA,2020,road,occupancy_or_load,passengers_or_tonnes,all,was_previously_0.365,national,yearly,manually_inputted_data $ guess,bev,1.0
109540,lcv,freight,20_USA,2021,road,occupancy_or_load,passengers_or_tonnes,all,was_previously_0.365,national,yearly,manually_inputted_data $ guess,bev,1.0
109541,lcv,freight,20_USA,2022,road,occupancy_or_load,passengers_or_tonnes,all,was_previously_0.365,national,yearly,manually_inputted_data $ guess,bev,1.0
109542,lcv,freight,20_USA,2023,road,occupancy_or_load,passengers_or_tonnes,all,was_previously_0.365,national,yearly,manually_inputted_data $ guess,bev,1.0
109823,lcv,freight,20_USA,2010,road,occupancy_or_load,passengers_or_tonnes,all,was_previously_0.365,national,yearly,manually_inputted_data $ guess,cng,1.0
109824,lcv,freight,20_USA,2011,road,occupancy_or_load,passengers_or_tonnes,all,was_previously_0.365,national,yearly,manually_inputted_data $ guess,cng,1.0
109825,lcv,freight,20_USA,2012,road,occupancy_or_load,passengers_or_tonnes,all,was_previously_0.365,national,yearly,manually_inputted_data $ guess,cng,1.0
109826,lcv,freight,20_USA,2013,road,occupancy_or_load,passengers_or_tonnes,all,was_previously_0.365,national,yearly,manually_inputted_data $ guess,cng,1.0
109827,lcv,freight,20_USA,2014,road,occupancy_or_load,passengers_or_tonnes,all,was_previously_0.365,national,yearly,manually_inputted_data $ guess,cng,1.0
109828,lcv,freight,20_USA,2015,road,occupancy_or_load,passengers_or_tonnes,all,was_previously_0.365,national,yearly,manually_inputted_data $ guess,cng,1.0
109829,lcv,freight,20_USA,2016,road,occupancy_or_load,passengers_or_tonnes,all,was_previously_0.365,national,yearly,manually_inputted_data $ guess,cng,1.0
109830,lcv,freight,20_USA,2017,road,occupancy_or_load,passengers_or_tonnes,all,was_previously_0.365,national,yearly,manually_inputted_data $ guess,cng,1.0
109831,lcv,freight,20_USA,2018,road,occupancy_or_load,passengers_or_tonnes,all,was_previously_0.365,national,yearly,manually_inputted_data $ guess,cng,1.0
109832,lcv,freight,20_USA,2019,road,occupancy_or_load,passengers_or_tonnes,all,was_previously_0.365,national,yearly,manually_inputted_data $ guess,cng,1.0
109833,lcv,freight,20_USA,2020,road,occupancy_or_load,passengers_or_tonnes,all,was_previously_0.365,national,yearly,manually_inputted_data $ guess,cng,1.0
109834,lcv,freight,20_USA,2021,road,occupancy_or_load,passengers_or_tonnes,all,was_previously_0.365,national,yearly,manually_inputted_data $ guess,cng,1.0
109835,lcv,freight,20_USA,2022,road,occupancy_or_load,passengers_or_tonnes,all,was_previously_0.365,national,yearly,manually_inputted_data $ guess,cng,1.0
109836,lcv,freight,20_USA,2023,road,occupancy_or_load,passengers_or_tonnes,all,was_previously_0.365,national,yearly,manually_inputted_data $ guess,cng,1.0
110117,lcv,freight,20_USA,2010,road,occupancy_or_load,passengers_or_tonnes,all,was_previously_0.365,national,yearly,manually_inputted_data $ guess,fcev,1.0
110118,lcv,freight,20_USA,2011,road,occupancy_or_load,passengers_or_tonnes,all,was_previously_0.365,national,yearly,manually_inputted_data $ guess,fcev,1.0
110119,lcv,freight,20_USA,2012,road,occupancy_or_load,passengers_or_tonnes,all,was_previously_0.365,national,yearly,manually_inputted_data $ guess,fcev,1.0
110120,lcv,freight,20_USA,2013,road,occupancy_or_load,passengers_or_tonnes,all,was_previously_0.365,national,yearly,manually_inputted_data $ guess,fcev,1.0
110121,lcv,freight,20_USA,2014,road,occupancy_or_load,passengers_or_tonnes,all,was_previously_0.365,national,yearly,manually_inputted_data $ guess,fcev,1.0
110122,lcv,freight,20_USA,2015,road,occupancy_or_load,passengers_or_tonnes,all,was_previously_0.365,national,yearly,manually_inputted_data $ guess,fcev,1.0
110123,lcv,freight,20_USA,2016,road,occupancy_or_load,passengers_or_tonnes,all,was_previously_0.365,national,yearly,manually_inputted_data $ guess,fcev,1.0
110124,lcv,freight,20_USA,2017,road,occupancy_or_load,passengers_or_tonnes,all,was_previously_0.365,national,yearly,manually_inputted_data $ guess,fcev,1.0
110125,lcv,freight,20_USA,2018,road,occupancy_or_load,passengers_or_tonnes,all,was_previously_0.365,national,yearly,manually_inputted_data $ guess,fcev,1.0
110126,lcv,freight,20_USA,2019,road,occupancy_or_load,passengers_or_tonnes,all,was_previously_0.365,national,yearly,manually_inputted_data $ guess,fcev,1.0
110127,lcv,freight,20_USA,2020,road,occupancy_or_load,passengers_or_tonnes,all,was_previously_0.365,national,yearly,manually_inputted_data $ guess,fcev,1.0
110128,lcv,freight,20_USA,2021,road,occupancy_or_load,passengers_or_tonnes,all,was_previously_0.365,national,yearly,manually_inputted_data $ guess,fcev,1.0
110129,lcv,freight,20_USA,2022,road,occupancy_or_load,passengers_or_tonnes,all,was_previously_0.365,national,yearly,manually_inputted_data $ guess,fcev,1.0
110130,lcv,freight,20_USA,2023,road,occupancy_or_load,passengers_or_tonnes,all,was_previously_0.365,national,yearly,manually_inputted_data $ guess,fcev,1.0
110411,lcv,freight,20_USA,2010,road,occupancy_or_load,passengers_or_tonnes,all,was_previously_0.365,national,yearly,manually_inputted_data $ guess,ice_d,1.0
110412,lcv,freight,20_USA,2011,road,occupancy_or_load,passengers_or_tonnes,all,was_previously_0.365,national,yearly,manually_inputted_data $ guess,ice_d,1.0
110413,lcv,freight,20_USA,2012,road,occupancy_or_load,passengers_or_tonnes,all,was_previously_0.365,national,yearly,manually_inputted_data $ guess,ice_d,1.0
110414,lcv,freight,20_USA,2013,road,occupancy_or_load,passengers_or_tonnes,all,was_previously_0.365,national,yearly,manually_inputted_data $ guess,ice_d,1.0
110415,lcv,freight,20_USA,2014,road,occupancy_or_load,passengers_or_tonnes,all,was_previously_0.365,national,yearly,manually_inputted_data $ guess,ice_d,1.0
110416,lcv,freight,20_USA,2015,road,occupancy_or_load,passengers_or_tonnes,all,was_previously_0.365,national,yearly,manually_inputted_data $ guess,ice_d,1.0
110417,lcv,freight,20_USA,2016,road,occupancy_or_load,passengers_or_tonnes,all,was_previously_0.365,national,yearly,manually_inputted_data $ guess,ice_d,1.0
110418,lcv,freight,20_USA,2017,road,occupancy_or_load,passengers_or_tonnes,all,was_previously_0.365,national,yearly,manually_inputted_data $ guess,ice_d,1.0
110419,lcv,freight,20_USA,2018,road,occupancy_or_load,passengers_or_tonnes,all,was_previously_0.365,national,yearly,manually_inputted_data $ guess,ice_d,1.0
110420,lcv,freight,20_USA,2019,road,occupancy_or_load,passengers_or_tonnes,all,was_previously_0.365,national,yearly,manually_inputted_data $ guess,ice_d,1.0
110421,lcv,freight,20_USA,2020,road,occupancy_or_load,passengers_or_tonnes,all,was_previously_0.365,national,yearly,manually_inputted_data $ guess,ice_d,1.0
110422,lcv,freight,20_USA,2021,road,occupancy_or_load,passengers_or_tonnes,all,was_previously_0.365,national,yearly,manually_inputted_data $ guess,ice_d,1.0
110423,lcv,freight,20_USA,2022,road,occupancy_or_load,passengers_or_tonnes,all,was_previously_0.365,national,yearly,manually_inputted_data $ guess,ice_d,1.0
110424,lcv,freight,20_USA,2023,road,occupancy_or_load,passengers_or_tonnes,all,was_previously_0.365,national,yearly,manually_inputted_data $ guess,ice_d,1.0
110705,lcv,freight,20_USA,2010,road,occupancy_or_load,passengers_or_tonnes,all,was_previously_0.365,national,yearly,manually_inputted_data $ guess,ice_g,1.0
110706,lcv,freight,20_USA,2011,road,occupancy_or_load,passengers_or_tonnes,all,was_previously_0.365,national,yearly,manually_inputted_data $ guess,ice_g,1.0
110707,lcv,freight,20_USA,2012,road,occupancy_or_load,passengers_or_tonnes,all,was_previously_0.365,national,yearly,manually_inputted_data $ guess,ice_g,1.0
110708,lcv,freight,20_USA,2013,road,occupancy_or_load,passengers_or_tonnes,all,was_previously_0.365,national,yearly,manually_inputted_data $ guess,ice_g,1.0
110709,lcv,freight,20_USA,2014,road,occupancy_or_load,passengers_or_tonnes,all,was_previously_0.365,national,yearly,manually_inputted_data $ guess,ice_g,1.0
110710,lcv,freight,20_USA,2015,road,occupancy_or_load,passengers_or_tonnes,all,was_previously_0.365,national,yearly,manually_inputted_data $ guess,ice_g,1.0
110711,lcv,freight,20_USA,2016,road,occupancy_or_load,passengers_or_tonnes,all,was_previously_0.365,national,yearly,manually_inputted_data $ guess,ice_g,1.0
110712,lcv,freight,20_USA,2017,road,occupancy_or_load,passengers_or_tonnes,all,was_previously_0.365,national,yearly,manually_inputted_data $ guess,ice_g,1.0
110713,lcv,freight,20_USA,2018,road,occupancy_or_load,passengers_or_tonnes,all,was_previously_0.365,national,yearly,manually_inputted_data $ guess,ice_g,1.0
110714,lcv,freight,20_USA,2019,road,occupancy_or_load,passengers_or_tonnes,all,was_previously_0.365,national,yearly,manually_inputted_data $ guess,ice_g,1.0
110715,lcv,freight,20_USA,2020,road,occupancy_or_load,passengers_or_tonnes,all,was_previously_0.365,national,yearly,manually_inputted_data $ guess,ice_g,1.0
110716,lcv,freight,20_USA,2021,road,occupancy_or_load,passengers_or_tonnes,all,was_previously_0.365,national,yearly,manually_inputted_data $ guess,ice_g,1.0
110717,lcv,freight,20_USA,2022,road,occupancy_or_load,passengers_or_tonnes,all,was_previously_0.365,national,yearly,manually_inputted_data $ guess,ice_g,1.0
110718,lcv,freight,20_USA,2023,road,occupancy_or_load,passengers_or_tonnes,all,was_previously_0.365,national,yearly,manually_inputted_data $ guess,ice_g,1.0
110999,lcv,freight,20_USA,2010,road,occupancy_or_load,passengers_or_tonnes,all,was_previously_0.365,national,yearly,manually_inputted_data $ guess,lpg,1.0
111000,lcv,freight,20_USA,2011,road,occupancy_or_load,passengers_or_tonnes,all,was_previously_0.365,national,yearly,manually_inputted_data $ guess,lpg,1.0
111001,lcv,freight,20_USA,2012,road,occupancy_or_load,passengers_or_tonnes,all,was_previously_0.365,national,yearly,manually_inputted_data $ guess,lpg,1.0
111002,lcv,freight,20_USA,2013,road,occupancy_or_load,passengers_or_tonnes,all,was_previously_0.365,national,yearly,manually_inputted_data $ guess,lpg,1.0
111003,lcv,freight,20_USA,2014,road,occupancy_or_load,passengers_or_tonnes,all,was_previously_0.365,national,yearly,manually_inputted_data $ guess,lpg,1.0
111004,lcv,freight,20_USA,2015,road,occupancy_or_load,passengers_or_tonnes,all,was_previously_0.365,national,yearly,manually_inputted_data $ guess,lpg,1.0
