,date,medium,measure,transport_type,unit,vehicle_type,scope,frequency,economy,fuel,comment,dataset,drive,value
8126,2020,road,new_vehicle_efficiency,passenger,km_per_pj,2w,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,ice_d,552284848.0517681
8127,2020,road,new_vehicle_efficiency,passenger,km_per_pj,bus,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,ice_d,69242712.82449043
8128,2020,road,new_vehicle_efficiency,freight,km_per_pj,2w,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,ice_g,538620369.9569243
8129,2020,road,new_vehicle_efficiency,freight,km_per_pj,2w,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,cng,486712439.5885009
8130,2020,road,new_vehicle_efficiency,freight,km_per_pj,2w,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,lpg,772038760.784531
8131,2020,road,new_vehicle_efficiency,freight,km_per_pj,2w,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,bev,1400685482.3174047
8132,2020,road,new_vehicle_efficiency,freight,km_per_pj,2w,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,fcev,664883185.6502721
8133,2020,road,new_vehicle_efficiency,freight,km_per_pj,2w,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,phev_g,847345389.3058648
8134,2020,road,new_vehicle_efficiency,freight,km_per_pj,2w,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,phev_d,868842037.3287809
8135,2020,road,new_vehicle_efficiency,freight,km_per_pj,2w,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,ice_d,552284848.0517681
8136,2020,road,new_vehicle_efficiency,passenger,km_per_pj,car,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,ice_g,296241203.47630835
8137,2020,road,new_vehicle_efficiency,passenger,km_per_pj,car,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,cng,267691841.77367547
8138,2020,road,new_vehicle_efficiency,passenger,km_per_pj,car,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,lpg,424621318.431492
8139,2020,road,new_vehicle_efficiency,passenger,km_per_pj,car,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,bev,770377015.2745725
8140,2020,road,new_vehicle_efficiency,passenger,km_per_pj,car,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,fcev,365685752.1076496
8141,2020,road,new_vehicle_efficiency,passenger,km_per_pj,car,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,phev_g,466039964.1182256
8142,2020,road,new_vehicle_efficiency,passenger,km_per_pj,car,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,phev_d,477863120.5308296
8143,2020,road,new_vehicle_efficiency,passenger,km_per_pj,car,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,ice_d,303756666.42847246
8144,2020,road,new_vehicle_efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,ice_g,236992962.7810467
8145,2020,road,new_vehicle_efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,cng,214153473.4189404
8146,2020,road,new_vehicle_efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,lpg,339697054.74519366
8147,2020,road,new_vehicle_efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,bev,616301612.219658
8148,2020,road,new_vehicle_efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,fcev,292548601.68611974
8149,2020,road,new_vehicle_efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,phev_g,372831971.2945805
8150,2020,road,new_vehicle_efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,phev_d,382290496.42466366
8151,2020,road,new_vehicle_efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,ice_d,243005333.142778
8152,2020,road,new_vehicle_efficiency,freight,km_per_pj,ht,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,ice_g,47667902.7411878
8153,2020,road,new_vehicle_efficiency,freight,km_per_pj,ht,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,cng,43074050.903582335
8154,2020,road,new_vehicle_efficiency,freight,km_per_pj,ht,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,lpg,68325430.329431
8155,2020,road,new_vehicle_efficiency,freight,km_per_pj,ht,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,bev,123960665.18509032
8156,2020,road,new_vehicle_efficiency,freight,km_per_pj,ht,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,fcev,58842161.93004909
8157,2020,road,new_vehicle_efficiency,freight,km_per_pj,ht,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,phev_g,74990066.95356904
8158,2020,road,new_vehicle_efficiency,freight,km_per_pj,ht,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,phev_d,76892520.30359711
8159,2020,road,new_vehicle_efficiency,freight,km_per_pj,ht,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,ice_d,48877209.052581474
8160,2020,road,new_vehicle_efficiency,freight,km_per_pj,mt,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,ice_g,57201483.28942536
8161,2020,road,new_vehicle_efficiency,freight,km_per_pj,mt,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,cng,51688861.0842988
8162,2020,road,new_vehicle_efficiency,freight,km_per_pj,mt,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,lpg,81990516.3953172
8163,2020,road,new_vehicle_efficiency,freight,km_per_pj,mt,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,bev,148752798.22210836
8164,2020,road,new_vehicle_efficiency,freight,km_per_pj,mt,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,fcev,70610594.31605889
8165,2020,road,new_vehicle_efficiency,freight,km_per_pj,mt,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,phev_g,89988080.34428284
8166,2020,road,new_vehicle_efficiency,freight,km_per_pj,mt,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,phev_d,92271024.36431654
8167,2020,road,new_vehicle_efficiency,freight,km_per_pj,mt,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,ice_d,58652650.86309777
8168,2020,road,new_vehicle_efficiency,freight,km_per_pj,lcv,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,ice_g,160120818.75335357
8169,2020,road,new_vehicle_efficiency,freight,km_per_pj,lcv,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,cng,144689652.80794245
8170,2020,road,new_vehicle_efficiency,freight,km_per_pj,lcv,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,lpg,229511331.87931597
8171,2020,road,new_vehicle_efficiency,freight,km_per_pj,lcv,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,bev,416395143.5080988
8172,2020,road,new_vehicle_efficiency,freight,km_per_pj,lcv,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,fcev,197656171.21048304
8173,2020,road,new_vehicle_efficiency,freight,km_per_pj,lcv,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,phev_g,251898452.1758524
8174,2020,road,new_vehicle_efficiency,freight,km_per_pj,lcv,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,phev_d,258288965.92890123
8175,2020,road,new_vehicle_efficiency,freight,km_per_pj,lcv,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,ice_d,164182988.59026232
8176,2020,road,new_vehicle_efficiency,passenger,km_per_pj,lt,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,ice_g,171379208.62265775
8177,2020,road,new_vehicle_efficiency,passenger,km_per_pj,lt,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,cng,154863048.95997757
8178,2020,road,new_vehicle_efficiency,passenger,km_per_pj,lt,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,lpg,245648696.6132599
8179,2020,road,new_vehicle_efficiency,passenger,km_per_pj,lt,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,bev,445672653.4646287
8180,2020,road,new_vehicle_efficiency,passenger,km_per_pj,lt,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,fcev,211553740.88872293
8181,2020,road,new_vehicle_efficiency,passenger,km_per_pj,lt,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,phev_g,269609896.5973206
8182,2020,road,new_vehicle_efficiency,passenger,km_per_pj,lt,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,phev_d,276449739.15006673
8183,2020,road,new_vehicle_efficiency,passenger,km_per_pj,lt,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,ice_d,175726997.10738078
8184,2021,road,new_vehicle_efficiency,passenger,km_per_pj,2w,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,ice_g,538620369.9569243
8185,2021,road,new_vehicle_efficiency,passenger,km_per_pj,bus,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,ice_g,67529528.88334937
8186,2021,road,new_vehicle_efficiency,passenger,km_per_pj,2w,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,cng,486712439.5885009
8187,2021,road,new_vehicle_efficiency,passenger,km_per_pj,bus,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,cng,61021572.11340829
8188,2021,road,new_vehicle_efficiency,passenger,km_per_pj,2w,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,lpg,772038760.784531
8189,2021,road,new_vehicle_efficiency,passenger,km_per_pj,bus,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,lpg,96794359.63336056
8190,2021,road,new_vehicle_efficiency,passenger,km_per_pj,2w,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,bev,1400685482.3174047
8191,2021,road,new_vehicle_efficiency,passenger,km_per_pj,bus,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,bev,175610942.34554458
8192,2021,road,new_vehicle_efficiency,passenger,km_per_pj,2w,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,fcev,664883185.6502721
8193,2021,road,new_vehicle_efficiency,passenger,km_per_pj,bus,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,fcev,83359729.40090285
8194,2021,road,new_vehicle_efficiency,passenger,km_per_pj,2w,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,phev_g,847345389.3058648
8195,2021,road,new_vehicle_efficiency,passenger,km_per_pj,bus,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,phev_g,106235928.1842228
8196,2021,road,new_vehicle_efficiency,passenger,km_per_pj,2w,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,phev_d,868842037.3287809
8197,2021,road,new_vehicle_efficiency,passenger,km_per_pj,bus,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,phev_d,108931070.43009593
8198,2021,road,new_vehicle_efficiency,passenger,km_per_pj,2w,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,ice_d,552284848.0517681
8199,2021,road,new_vehicle_efficiency,passenger,km_per_pj,bus,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,ice_d,69242712.82449043
8200,2021,road,new_vehicle_efficiency,freight,km_per_pj,2w,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,ice_g,538620369.9569243
8201,2021,road,new_vehicle_efficiency,freight,km_per_pj,2w,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,cng,486712439.5885009
8202,2021,road,new_vehicle_efficiency,freight,km_per_pj,2w,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,lpg,772038760.784531
8203,2021,road,new_vehicle_efficiency,freight,km_per_pj,2w,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,bev,1400685482.3174047
8204,2021,road,new_vehicle_efficiency,freight,km_per_pj,2w,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,fcev,664883185.6502721
8205,2021,road,new_vehicle_efficiency,freight,km_per_pj,2w,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,phev_g,847345389.3058648
8206,2021,road,new_vehicle_efficiency,freight,km_per_pj,2w,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,phev_d,868842037.3287809
8207,2021,road,new_vehicle_efficiency,freight,km_per_pj,2w,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,ice_d,552284848.0517681
8208,2021,road,new_vehicle_efficiency,passenger,km_per_pj,car,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,ice_g,296241203.47630835
8209,2021,road,new_vehicle_efficiency,passenger,km_per_pj,car,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,cng,267691841.77367547
8210,2021,road,new_vehicle_efficiency,passenger,km_per_pj,car,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,lpg,424621318.431492
8211,2021,road,new_vehicle_efficiency,passenger,km_per_pj,car,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,bev,770377015.2745725
8212,2021,road,new_vehicle_efficiency,passenger,km_per_pj,car,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,fcev,365685752.1076496
8213,2021,road,new_vehicle_efficiency,passenger,km_per_pj,car,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,phev_g,466039964.1182256
8214,2021,road,new_vehicle_efficiency,passenger,km_per_pj,car,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,phev_d,477863120.5308296
8215,2021,road,new_vehicle_efficiency,passenger,km_per_pj,car,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,ice_d,303756666.42847246
8216,2021,road,new_vehicle_efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,ice_g,236992962.7810467
8217,2021,road,new_vehicle_efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,cng,214153473.4189404
8218,2021,road,new_vehicle_efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,lpg,339697054.74519366
8219,2021,road,new_vehicle_efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,bev,616301612.219658
8220,2021,road,new_vehicle_efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,fcev,292548601.68611974
8221,2021,road,new_vehicle_efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,phev_g,372831971.2945805
8222,2021,road,new_vehicle_efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,phev_d,382290496.42466366
8223,2021,road,new_vehicle_efficiency,passenger,km_per_pj,suv,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,ice_d,243005333.142778
8224,2021,road,new_vehicle_efficiency,freight,km_per_pj,ht,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,ice_g,47667902.7411878
8225,2021,road,new_vehicle_efficiency,freight,km_per_pj,ht,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,cng,43074050.903582335
8226,2021,road,new_vehicle_efficiency,freight,km_per_pj,ht,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,lpg,68325430.329431
8227,2021,road,new_vehicle_efficiency,freight,km_per_pj,ht,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,bev,123960665.18509032
8228,2021,road,new_vehicle_efficiency,freight,km_per_pj,ht,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,fcev,58842161.93004909
8229,2021,road,new_vehicle_efficiency,freight,km_per_pj,ht,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,phev_g,74990066.95356904
8230,2021,road,new_vehicle_efficiency,freight,km_per_pj,ht,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,phev_d,76892520.30359711
8231,2021,road,new_vehicle_efficiency,freight,km_per_pj,ht,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,ice_d,48877209.052581474
8232,2021,road,new_vehicle_efficiency,freight,km_per_pj,mt,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,ice_g,57201483.28942536
8233,2021,road,new_vehicle_efficiency,freight,km_per_pj,mt,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,cng,51688861.0842988
8234,2021,road,new_vehicle_efficiency,freight,km_per_pj,mt,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,lpg,81990516.3953172
8235,2021,road,new_vehicle_efficiency,freight,km_per_pj,mt,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,bev,148752798.22210836
8236,2021,road,new_vehicle_efficiency,freight,km_per_pj,mt,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,fcev,70610594.31605889
8237,2021,road,new_vehicle_efficiency,freight,km_per_pj,mt,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,phev_g,89988080.34428284
8238,2021,road,new_vehicle_efficiency,freight,km_per_pj,mt,national,yearly,07_INA,all,no_comment,usa_alternative_fuels_data_center,phev_d,92271024.36431654
